fragment,n_fragment,MW,SLogP,nRot,nN,nS,nO,nX,nBondsD,nBondsT,naRing,nARing
C1=CC2=C3C=C1OCOCOC1=CC2=CC=C1OCOCO3,3,302.0790382,2.7592,0,0,0,6,0,0,0,2,4
C1=CC2=C3C=C1SC1=CC(=C(C=C1)OCOCO2)OCOCO3,3,334.0511092,3.2434,0,0,1,6,0,0,0,2,4
C1=CC2=C3C=C4C=C2CCCC2=C(C1)C(=CC(=C2)CCC4)CCC3,3,314.2034508,5.4086,0,0,0,0,0,1,0,2,4
C1=CC2=C3C=CC(=C1CC2)C=C3,3,154.0782503,1.3516,0,0,0,0,0,3,0,1,5
C1=CC2=C3C=CC(=C2)C2C4CCC5CCC2C(CC4C5)C1=C3,3,288.1878008,5.8668,0,0,0,0,0,0,0,2,7
C1=CC2=C3C=CC(=C4C=CC(=CC5=CC=C(C=C6C=CC(=CC1=N2)[NH]6)[NH]5)[NH]4)O3,3,364.1324111,6.0043,0,4,0,1,0,1,0,5,1
C1=CC2=C3C=CC(=CC=C4C=CC(=C5C=CC(=CCC1=N2)[NH]5)[NH]4)[NH]3,3,312.1374965,0.52228,0,4,0,0,0,7,0,3,2
C1=CC2=C3C=CC=C2[NH]C3=C1,3,141.0578492,2.7589,0,1,0,0,0,0,0,3,0
C1=CC2=C3C=CC4=C(C=CC=C4C3=C1)CCCCCCCCCCCC2,3,344.250401,7.9926,0,0,0,0,0,0,0,3,1
C1=CC2=C3C=CC4=C2C=C(CC3C=NC1)[NH]4,3,208.1000484,2.9052,0,2,0,0,0,2,0,2,2
C1=CC2=C3C=CC4=CC3=CC=C2C=C1CSCC1=CC2=C3C(=C1)C=CC1=CC(=CC(=C13)C=C2)CSC4,3,496.1319428,10.0706,0,0,2,0,0,0,0,7,12
C1=CC2=C3C=CSC4=C3C=C(C=C4)OCCOCCOCCOC3=CC=C(S1)C2=C3,3,438.0959512,5.6406,0,0,2,4,0,3,0,2,3
C1=CC2=C3CC4(CCCC(CC2)C4)CCC3=C1,3,226.1721507,4.2981,0,0,0,0,0,0,0,1,3
C1=CC2=C3CC4=C(C=CC=C4C2)OCCOCCOCCOCCOC3=C1,3,370.1780239,3.0026,0,0,0,5,0,0,0,2,2
C1=CC2=C3CC4=C(C=CC=C4OCCCCO2)OCCCCOC3=C1,3,340.1674592,4.3802,0,0,0,4,0,0,0,2,2
C1=CC2=C3CC4=CC=CC(=CC5=CC=C([NH]5)C5=CC=C(C=CC1=N2)[NH]5)C4=N3,3,348.1374965,5.2292,0,4,0,0,0,1,0,4,2
C1=CC2=C3CCC(CC2)C3=C1,3,144.0939004,2.6626,0,0,0,0,0,0,0,1,2
C1=CC2=C3CCC(O2)OC3=C1,3,148.0524295,1.7301,0,0,0,2,0,0,0,1,3
C1=CC2=C3CCC1=C3CC2,3,130.0782503,1.8838,0,0,0,0,0,0,0,1,2
C1=CC2=C3CCC2CCC3=C1,3,144.0939004,2.6626,0,0,0,0,0,0,0,1,2
C1=CC2=C3CCN2SC3=C1,3,149.0299202,2.0698,0,1,1,0,0,0,0,1,2
C1=CC2=C3N=C(C=CC3=CN=C2)CNCCCOCC1,3,269.1528122,2.543,0,3,0,1,0,1,0,2,1
C1=CC2=C3N=C(C=CC3=CN=C2)CNCCCOCCC1,3,283.1684623,2.9331,0,3,0,1,0,1,0,2,1
C1=CC2=C3N=C1COCCOCCOCCOCC(=N3)C=C2,3,304.1423071,1.7098,0,2,0,4,0,0,0,2,1
C1=CC2=C3N=C1COCCOCCOCCOCCOCC1=CC=C(C=C2)C3=N1,3,398.1841719,2.8796,0,2,0,5,0,0,0,3,1
C1=CC2=C3NC(C2)NC3=C1,3,132.0687483,1.4062,0,2,0,0,0,0,0,1,2
C1=CC2=C3NC4=C(N2)C(=CC=C4)OCCOCCOCCOCCOC3=C1,3,372.1685219,3.3082,0,2,0,5,0,0,0,2,3
C1=CC2=C3OC(CC2)COC3=C1,3,162.0680796,1.7726,0,0,0,2,0,0,0,1,2
C1=CC2=C3OC(CCOOC3=C1)C2,3,178.0629942,1.7042,0,0,0,3,0,0,0,1,2
C1=CC2=C3OC(O2)OC3=C1,3,136.016044,1.1338,0,0,0,3,0,0,0,1,2
C1=CC2=C3SN(CC3=C1)S2,3,166.9863412,2.53,0,1,2,0,0,0,0,1,2
C1=CC2=CC(=C1)C1=CC=CC(=C1)COCCOCCOCCOC2,3,328.1674592,3.4336,0,0,0,4,0,0,0,2,1
C1=CC2=CC(=C1)C1=CC=CC(=C1)COCCOCCOCCOCCOCCOC2,3,416.2198887,3.4668,0,0,0,6,0,0,0,2,1
C1=CC2=CC(=C1)C1=CC=CC(=C1)CSCCSCCSCCSC2,3,392.0760848,6.3,0,0,4,0,0,0,0,2,1
C1=CC2=CC(=C1)C1=CC=CC3=C1OCCCCOC1=C(C=CC=C21)COCC1=NC(=CC=C1)COC3,3,479.2096584,6.714,0,1,0,4,0,0,0,4,2
C1=CC2=CC(=C1)C1=NN=C([NH]1)SCCCCSC1=NN=C2[NH]1,3,330.0721364,3.2348,0,6,2,0,0,0,0,3,1
C1=CC2=CC(=C1)CC1=CC=C(C=C1)COCCOCCOCC1=CC=C(C=C1)C2,3,388.2038448,4.9316,0,0,0,3,0,0,0,3,4
C1=CC2=CC(=C1)CC1=CC=CC(=C1)C1=CC(=CC=C1)CC1=CC2=CC=C1,3,332.1565006,6.5156,0,0,0,0,0,0,0,4,1
C1=CC2=CC(=C1)CC1=CC=CC(=C1)COCCOC2,3,254.1306798,3.3242,0,0,0,2,0,0,0,2,1
C1=CC2=CC(=C1)CC1=CC=CC(=C1)OCCCCCOC1=CC(=CC=C1)C2,3,358.1932801,5.8097,0,0,0,2,0,0,0,3,1
C1=CC2=CC(=C1)CC1=CC=CC3=C1OCCNCCNCCOC1=C(C=CC=C1C2)CC1=CC=CC(=C1)C3,3,504.2776784,5.3136,0,2,0,2,0,0,0,4,2
C1=CC2=CC(=C1)CC1CN(CCN1)CCO2,3,218.1419132,0.8953,0,2,0,1,0,0,0,1,2
C1=CC2=CC(=C1)CCC1=CC(=CC=C1)CSCC1=CC=CC(=C1)CC2,3,344.1598718,6.0038,0,0,1,0,0,0,0,3,1
C1=CC2=CC(=C1)CCC1=CC(=CC=C1)CSCC1=CC=CC(=C1)CSC2,3,376.1319428,6.652,0,0,2,0,0,0,0,3,1
C1=CC2=CC(=C1)CCC1=CC(=CC=C1)OC2,3,210.1044651,3.3642,0,0,0,1,0,0,0,2,1
C1=CC2=CC(=C1)CCC1=CC=C(C=C1)CCCCC1=CC=C(C=C1)CC2,3,340.2191009,6.1358,0,0,0,0,0,0,0,3,4
C1=CC2=CC(=C1)CCC1=CC=C(C=C1)CCCCCC2,3,264.1878008,5.1308,0,0,0,0,0,0,0,2,2
C1=CC2=CC(=C1)CCC1=CC=CC(=C1)C1=CC=C(C=C1)CSCCSC2,3,376.1319428,6.6188,0,0,2,0,0,0,0,3,2
C1=CC2=CC(=C1)CCC1=CC=CC(=C1)CCC1=CC=CC(=C1)CCC1=CC=CC(=C1)CC2,3,416.250401,7.1408,0,0,0,0,0,0,0,4,1
C1=CC2=CC(=C1)CCC1=CN=CC(=C1)CC2,3,209.1204495,2.9654,0,1,0,0,0,0,0,2,1
C1=CC2=CC(=C1)CCCC1=CC(=CC=C1)CCCC2,3,250.1721507,4.7407,0,0,0,0,0,0,0,2,1
C1=CC2=CC(=C1)CCCCC1=CC(=CC=C1)CSC2,3,268.1285716,4.9988,0,0,1,0,0,0,0,2,1
C1=CC2=CC(=C1)CCCCC1=CC=C(C=C1)CCCC2,3,264.1878008,5.1308,0,0,0,0,0,0,0,2,2
C1=CC2=CC(=C1)CCCCC1=CC=CC(=C1)CCCCC2,3,278.2034508,5.5209,0,0,0,0,0,0,0,2,1
C1=CC2=CC(=C1)CCCCCCCC1=CC=C(C=C1)CSC2,3,310.1755218,6.1691,0,0,1,0,0,0,0,2,2
C1=CC2=CC(=C1)CCCCCCCCCCCCCCCCO2,3,316.2766158,7.0829,0,0,0,1,0,0,0,1,1
C1=CC2=CC(=C1)CCCCCCCCCCCNCC1=NN=C(C=C1)N1CCN(CC1)S2,3,453.2926172,5.4625,0,5,1,0,0,0,0,2,4
C1=CC2=CC(=C1)CCCCCCCCCCNC1=CN=C(C=C1)N1CCN(CC1)S2,3,424.2660682,5.9997,0,4,1,0,0,0,0,2,4
C1=CC2=CC(=C1)CCCCCCCCNCC1=NN=C(C=C1)N1CCN(CC1)S2,3,411.2456671,4.2922,0,5,1,0,0,0,0,2,4
C1=CC2=CC(=C1)CCCCCNC2,3,175.1360995,2.5026,0,1,0,0,0,0,0,1,1
C1=CC2=CC(=C1)CCCCCSCCCCC2,3,248.1598718,4.859,0,0,1,0,0,0,0,1,1
C1=CC2=CC(=C1)CCCNS2,3,165.0612204,2.2295,0,1,1,0,0,0,0,1,1
C1=CC2=CC(=C1)CCN1CCOCCOCCN(CCOCCOCC1)CC2,3,392.2675076,1.4692,0,2,0,4,0,0,0,1,2
C1=CC2=CC(=C1)CCNCCNCC1=CC=C3C=CC=C(O2)C3=C1,3,318.1732133,3.8674,0,2,0,1,0,0,0,3,1
C1=CC2=CC(=C1)CCOCCNCC1=CC=CC(=C1)O2,3,269.1415788,3.1412,0,1,0,2,0,0,0,2,1
C1=CC2=CC(=C1)CCOP1OCCC3=CC=CC(=C3CC2)CCO1,3,342.1384812,4.4032,0,0,0,3,0,0,0,2,3
C1=CC2=CC(=C1)CCSCC1=CC=CC(=C1)CCC2,3,268.1285716,4.6512,0,0,1,0,0,0,0,2,1
C1=CC2=CC(=C1)CNC1=NC(=NS1)NC2,3,218.0626173,2.0757,0,4,1,0,0,0,0,2,1
C1=CC2=CC(=C1)CNCCC1=CC=C(C=C1)CCCNS2,3,298.1503697,3.5618,0,2,1,0,0,0,0,2,2
C1=CC2=CC(=C1)CNCCCCCCCCNCC1=NN=C(C=C1)N1CCN(CC1)C2,3,422.3157952,3.3322,0,6,0,0,0,0,0,2,4
C1=CC2=CC(=C1)CNCCCCNC1=CC(=CC=N1)C1=CC=NC(=N1)N2,3,346.1905947,3.5775,0,6,0,0,0,0,0,3,1
C1=CC2=CC(=C1)CNCCCN1CCN(CC1)CC1=CC=CC3=C1C=C(C=C3)O2,3,387.2310625,4.243,0,3,0,1,0,0,0,3,3
C1=CC2=CC(=C1)CNCCCNCCOC1=CC(=CC=C1)O2,3,298.1681279,2.9406,0,2,0,2,0,0,0,2,1
C1=CC2=CC(=C1)CNCCCNCNCCOC1=CC(=CC=C1)O2,3,327.194677,2.4877,0,3,0,2,0,0,0,2,1
C1=CC2=CC(=C1)CNCCCOCCCOCCCNC2,3,292.2150781,2.0829,0,2,0,2,0,0,0,1,1
C1=CC2=CC(=C1)CNCCCOCCOCCOCCCNC2,3,322.2256428,1.7094,0,2,0,3,0,0,0,1,1
C1=CC2=CC(=C1)CNCCN1CCN(CC1)CC1=CC=CC3=CC=C(C=C13)O2,3,373.2154125,3.8529,0,3,0,1,0,0,0,3,3
C1=CC2=CC(=C1)CNCCSCCOCCOCCSCCNC2,3,370.1748702,2.379,0,2,2,2,0,0,0,1,1
C1=CC2=CC(=C1)COCC1=NC(=CC=C1)COCCOCCOCCOCCOCC1=CC=CC(=N1)COC2,3,538.2679016,4.0068,0,2,0,7,0,0,0,3,1
C1=CC2=CC(=C1)COCCCCOCC1=CC=CC(=C1)C1=NC(=NC=C1)N2,3,361.179027,4.7142,0,3,0,2,0,0,0,3,1
C1=CC2=CC(=C1)COCCN1CCOCCOCCOCCN(CCOCCOCCOCC1)CCOC2,3,540.3410665,1.4506,0,2,0,8,0,0,0,1,3
C1=CC2=CC(=C1)COCCOCC1=CC(=CC=C1)C2,3,254.1306798,3.3242,0,0,0,2,0,0,0,2,1
C1=CC2=CC(=C1)COOCC1=CC(=CC=C1)C2,3,226.0993797,3.2392,0,0,0,2,0,0,0,2,1
C1=CC2=CC(=C1)CSC2,3,136.0346713,2.4334,0,0,1,0,0,0,0,1,1
C1=CC2=CC(=C1)CSCC1=CC(=CC=C1)CCC2,3,254.1129216,4.6087,0,0,1,0,0,0,0,2,1
C1=CC2=CC(=C1)CSCCC1=CC=C(C=C1)CCC1=CC=C(C=C1)CCSC2,3,404.1632429,6.737,0,0,2,0,0,0,0,3,3
C1=CC2=CC(=C1)CSCCCSCC1=CC=C(C=C1)C2,3,300.1006426,5.1475,0,0,2,0,0,0,0,2,2
C1=CC2=CC(=C1)CSCCSCC1=CC=CC(=C1)CSCCSC2,3,392.0760848,6.3332,0,0,4,0,0,0,0,2,1
C1=CC2=CC(=C1)CSCCSCCSC2,3,256.0414135,3.8998,0,0,3,0,0,0,0,1,1
C1=CC2=CC(=C1)NCCC2,3,133.0891494,2.0447,0,1,0,0,0,0,0,1,1
C1=CC2=CC(=C1)NCCCCOC1=CC=C(C=C1)CCNC2,3,296.1888634,3.6034,0,2,0,1,0,0,0,2,2
C1=CC2=CC(=C1)NCCOC1=CC=C(C=C1)CCNC2,3,268.1575633,2.8232,0,2,0,1,0,0,0,2,2
C1=CC2=CC(=C1)NCCOCC1=CC=C(C=C1)CCNC2,3,282.1732133,2.961,0,2,0,1,0,0,0,2,2
C1=CC2=CC(=C1)NCNCCCOCCOCCOCCCNCN2,3,352.2474409,1.4482,0,4,0,3,0,0,0,1,1
C1=CC2=CC(=C1)OC1=CC(=CC=C1)CN1CCN(CCC2)CC1,3,308.1888634,3.5427,0,2,0,1,0,0,0,2,3
C1=CC2=CC(=C1)OC1=CC(=CC=C1)CNCCOCCC2,3,283.1572289,3.5313,0,1,0,2,0,0,0,2,1
C1=CC2=CC(=C1)OC1=CC(=CC=C1)CNCNCCNC2,3,283.1684623,2.2188,0,3,0,1,0,0,0,2,1
C1=CC2=CC(=C1)OC1=CC(=CC=C1)SN1CCC(C1)NCCNC2,3,341.1561834,3.2531,0,3,1,1,0,0,0,2,2
C1=CC2=CC(=C1)OC1=CC=C(C=C1)CC2,3,196.088815,3.5775,0,0,0,1,0,0,0,2,2
C1=CC2=CC(=C1)OC1=CC=C3C=CC=C(C3=C1)N1CCN(CC1)CC1=CN(C=N1)C2,3,396.1950114,4.5125,0,4,0,1,0,0,0,4,3
C1=CC2=CC(=C1)OC1=CC=C3C=CC=C(C3=C1)N1CCN(CCCNCCC2)CC1,3,401.2467126,4.68,0,3,0,1,0,0,0,3,3
C1=CC2=CC(=C1)OC1=CC=CC(=C1)CCCCCCC2,3,266.1670653,5.528,0,0,0,1,0,0,0,2,1
C1=CC2=CC(=C1)OC1=CC=CC(=N1)CN1CCN(CCNC2)CC1,3,324.1950114,2.0947,0,4,0,1,0,0,0,2,3
C1=CC2=CC(=C1)OC1=CC=CC(=N1)OC1=CC(=CC=C1)OC1=CC=CC(=N1)O2,3,370.0953569,5.9592,0,2,0,4,0,0,0,4,1
C1=CC2=CC(=C1)OCCCCC1=CC=C(C=C1)OC1=CC=CC(=C1)CC2,3,344.17763,5.9792,0,0,0,2,0,0,0,3,2
C1=CC2=CC(=C1)OCCCCCCCCCO2,3,234.1619799,4.1885,0,0,0,2,0,0,0,1,1
C1=CC2=CC(=C1)OCCCO2,3,150.0680796,1.8479,0,0,0,2,0,0,0,1,1
C1=CC2=CC(=C1)OCCN1CCNC(C2)C1,3,218.1419132,0.8953,0,2,0,1,0,0,0,1,2
C1=CC2=CC(=C1)OCCN1CCOCCOCCOCCN(CCOCCOCC1)CCO2,3,468.2835516,1.1584,0,2,0,7,0,0,0,1,2
C1=CC2=CC(=C1)OCCNCCOCCOCCNCCO2,3,310.1892573,0.6702,0,2,0,4,0,0,0,1,1
C1=CC2=CC(=C1)OCCOCCOCCOCCOC1=CC=C(C=C1)OCCOCCOCCOCCO2,3,536.2621475,3.0152,0,0,0,10,0,0,0,2,2
C1=CC2=CC(=C1)OPC2,3,138.0234515,2.1725,0,0,0,1,0,0,0,1,1
C1=CC2=CC(=C1)SC1=CC(=NC=N1)C1=CC=CC(=C1)OCCCCCO2,3,364.1245489,5.2363,0,2,1,2,0,0,0,3,1
C1=CC2=CC(=C1)SC1=CC(=NC=N1)C1=CC=CC(=C1)OCCOCCO2,3,366.1038134,4.0826,0,2,1,3,0,0,0,3,1
C1=CC2=CC(=C1)SC1=NC=NC(=N1)SCCSC1=NC=NC(=N1)S2,3,389.9849783,3.5568,0,6,4,0,0,0,0,3,1
C1=CC2=CC(=C1)SCCCC2,3,164.0659714,3.115,0,0,1,0,0,0,0,1,1
C1=CC2=CC(=C1)SN1CCN(CC1)C1=NC=C(C=C1)NCCCCCCCCCC2,3,424.2660682,5.9997,0,4,1,0,0,0,0,2,4
C1=CC2=CC(=CC=C2)CC=CC2=CC(=CC=C2)CC=CC2=CC(=CC=C2)C1,3,348.1878008,6.7677,0,0,0,0,0,3,0,3,1
C1=CC2=CC(=CC=C2)CCC1,3,144.0939004,3.0361,0,0,0,0,0,1,0,1,1
C1=CC2=CC(=CC=C2)CCC2=CC=CC(=C2)CC1,3,234.1408506,4.4312,0,0,0,0,0,1,0,2,1
C1=CC2=CC(=CC1)CCCCCCC2,3,188.1565006,4.5434,0,0,0,0,0,3,0,0,2
C1=CC2=CC(=CC1)CSCC1=CC=CC(=C1)CSC2,3,286.0849926,4.9793,0,0,2,0,0,3,0,1,2
C1=CC2=CC(=N1)C1=NC=CC(=C1)CNCCCNC2,3,254.1531466,1.7265,0,4,0,0,0,0,0,2,1
C1=CC2=CC(C=C1)NC=C2,3,131.0734993,1.5243,0,1,0,0,0,4,0,0,2
C1=CC2=CC(C1)CCC1=CC(=CC=C1)CC2,3,210.1408506,4.0679,0,0,0,0,0,2,0,1,2
C1=CC2=CC(C1)CCC1=CC=C(C=C1)CC2,3,210.1408506,4.0679,0,0,0,0,0,2,0,1,3
C1=CC2=CC(C1)CCCCCCCCCC2,3,218.2034508,5.4035,0,0,0,0,0,2,0,0,2
C1=CC2=CC(C1)NCC2,3,121.0891494,1.2346,0,1,0,0,0,2,0,0,2
C1=CC2=CC(CCCCCCCCCCCOC1)OS2,3,296.1810011,5.4047,0,0,1,2,0,2,0,0,2
C1=CC2=CC=C(C=C2)C2C3=CC=C(C=CC4=CC=C(C=C4)C(C4=CC=C1C=C4)C1=CC=C(C=CC4=CC=C2C=C4)C=C1)C=C3,3,560.250401,11.185,0,0,0,0,0,3,0,6,21
C1=CC2=CC=C(C=C2)CC2=CC=C(C=C2)O1,3,208.088815,3.6405,0,0,0,1,0,1,0,2,4
C1=CC2=CC=C(C=C2)CCC2=CC(=CC=C2)C2=CC(=CC=C2)CC1,3,310.1721507,6.0982,0,0,0,0,0,1,0,3,2
C1=CC2=CC=C(C=C2)CCC2=CC=CC(=C2)OC2=CC=C(C=C2)CC1,3,326.1670653,6.2235,0,0,0,1,0,1,0,3,4
C1=CC2=CC=C(C=C2)CCCCCCC=CCCCCCCC2=CC=C(C=1)C=C2,3,384.2817012,8.5679,0,0,0,0,0,3,0,2,3
C1=CC2=CC=C(C=C2)OC2=CC(=CC=C2)C=CCOC1,3,264.1150298,4.5355,0,0,0,2,0,2,0,2,2
C1=CC2=CC=C(C=C2)OC2C=CC1=CC2,3,196.088815,3.3471,0,0,0,1,0,3,0,1,5
C1=CC2=CC=C(C=C2)OCCCNC1,3,189.1153641,2.0719,0,1,0,1,0,1,0,1,2
C1=CC2=CC=C(C=C2)OCOCO1,3,178.0629942,1.9979,0,0,0,3,0,1,0,1,2
C1=CC2=CC=C(C=C3C=CC(=CC=C4C=CC(=CC5=CC=C1O5)O4)O3)O2,3,342.0892089,6.9202,0,0,0,4,0,0,0,5,0
C1=CC2=CC=C(C=C3COCC(=CC4=CC=C1O4)C3)O2,3,266.0942943,4.2437,0,0,0,3,0,3,0,2,2
C1=CC2=CC=C(C=CC3=CC=C(C=CNC1)O3)O2,3,239.0946287,3.6301,0,1,0,2,0,3,0,2,1
C1=CC2=CC=C(C=CSCCOCCOCCOCCS1)S2,3,358.0731076,4.2193,0,0,3,3,0,2,0,1,1
C1=CC2=CC=C(C=CSCCOCCOCCS1)S2,3,314.0468928,4.2027,0,0,3,2,0,2,0,1,1
C1=CC2=CC=C(CCCCCCCC1)S2,3,220.1285716,5.0481,0,0,1,0,0,1,0,1,1
C1=CC2=CC=C1CC1=CC=C(C=C1)N2,3,181.0891494,3.3344,0,1,0,0,0,0,0,2,4
C1=CC2=CC=C1CC1=CC=C(C=C1)OCCOCCOCCO2,3,314.1518092,3.0818,0,0,0,4,0,0,0,2,3
C1=CC2=CC=C1CC1=CC=C(C=C1)OCN2,3,211.099714,3.0392,0,1,0,1,0,0,0,2,4
C1=CC2=CC=C1CC1=CC=C(C=C1)SCCO2,3,242.0765361,3.7619,0,0,1,1,0,0,0,2,4
C1=CC2=CC=C1CC1=CC=C(C=C1)SCCS2,3,258.0536924,4.4752,0,0,2,0,0,0,0,2,4
C1=CC2=CC=C1CCC1=CC=C(C=C1)CN1CCCCCCCCCCCCN(CCOCCOCC1)C2,3,520.4028789,7.0372,0,2,0,2,0,0,0,2,5
C1=CC2=CC=C1CCC1=CC=C(C=C1)CN1CCCCCCN(CCCCCC1)C2,3,404.3191493,6.2238,0,2,0,0,0,0,0,2,8
C1=CC2=CC=C1CCC1=CC=C(C=C1)CN1CCOCCOCCN(CCOCCOCC1)C2,3,468.2988078,3.1694,0,2,0,4,0,0,0,2,8
C1=CC2=CC=C1CCC1=CC=C(C=C1)CNCC1=CC=C(C=C1)CNC2,3,342.2095988,4.3648,0,2,0,0,0,0,0,3,6
C1=CC2=CC=C1CCC1=CC=C(C=C1)CNCCCCCCCCCCCCNC2,3,406.3347993,6.5656,0,2,0,0,0,0,0,2,3
C1=CC2=CC=C1CCC1=CC=C(C=C1)CNCCOCCOCCOCCNC2,3,398.2569429,2.7144,0,2,0,3,0,0,0,2,3
C1=CC2=CC=C1CCC1=CC=C(C=C1)CSCCCCCCCCCCSC2,3,412.2258432,8.0726,0,0,2,0,0,0,0,2,3
C1=CC2=CC=C1CCC1=CC=C(C=C1)CSCCCCCCCCCSC2,3,398.2101931,7.6825,0,0,2,0,0,0,0,2,3
C1=CC2=CC=C1CCC1=CC=C(C=C1)CSCCCCCCCCSC2,3,384.194543,7.2924,0,0,2,0,0,0,0,2,3
C1=CC2=CC=C1CCC1=CC=C(C=C1)CSCCCCCCCSC2,3,370.178893,6.9023,0,0,2,0,0,0,0,2,3
C1=CC2=CC=C1CCC1=CC=C(C=C1)CSCCCCCCSC2,3,356.1632429,6.5122,0,0,2,0,0,0,0,2,3
C1=CC2=CC=C1CCC1=CC=C(C=C1)CSCCCCCSC2,3,342.1475928,6.1221,0,0,2,0,0,0,0,2,3
C1=CC2=CC=C1CCC1=CC=C(C=C1)CSCCCSC2,3,314.1162927,5.3419,0,0,2,0,0,0,0,2,3
C1=CC2=CC=C1CCC1=CC=C(C=C1)CSCCOCCOCCOCCSC2,3,432.1792869,5.0016,0,0,2,3,0,0,0,2,3
C1=CC2=CC=C1CCC1=CC=C(C=C1)CSCCOCCOCCSC2,3,388.1530721,4.985,0,0,2,2,0,0,0,2,3
C1=CC2=CC=C1CCC1=CC=C(C=C1)CSCCOCCSC2,3,344.1268574,4.9684,0,0,2,1,0,0,0,2,3
C1=CC2=CC=C1CCC1=CC=C(C=C1)CSCCSC2,3,300.1006426,4.9518,0,0,2,0,0,0,0,2,4
C1=CC2=CC=C1CCC1=CC=C(C=C1)CSCCSCCSC2,3,360.1040138,5.685,0,0,3,0,0,0,0,2,3
C1=CC2=CC=C1CCC1=CC=C(C=C1)N2,3,195.1047994,3.5288,0,1,0,0,0,0,0,2,4
C1=CC2=CC=C1CCC1=CC=C(C=C1)NCCCCCCN2,3,294.2095988,4.8696,0,2,0,0,0,0,0,2,3
C1=CC2=CC=C1CCC1=CC3=C(C=C1)C=CC1=C3C=C(C=C1)CC2,3,308.1565006,5.8768,0,0,0,0,0,0,0,4,2
C1=CC2=CC=C1CCCC1=CC=C(C=C1)CCOCC2,3,266.1670653,3.9771,0,0,0,1,0,0,0,2,4
C1=CC2=CC=C1CCCC1=CC=C(C=C1)OO2,3,226.0993797,3.5481,0,0,0,2,0,0,0,2,4
C1=CC2=CC=C1CCCCC1=C3C=C(CCCC2)C(=C1)CSCCCC1=CC=C(C=C1)CCCSC3,3,514.2727933,9.1762,0,0,2,0,0,0,0,3,8
C1=CC2=CC=C1CCCCC1CCC(CCC2)CC1,3,256.2191009,5.5421,0,0,0,0,0,0,0,1,5
C1=CC2=CC=C1CCCCCCC1=CC=C(C=C1)CCCC2,3,292.2191009,5.911,0,0,0,0,0,0,0,2,4
C1=CC2=CC=C1CCCCCCCC1CCC(CCCCCC2)CC1,3,340.3130013,7.8827,0,0,0,0,0,0,0,1,5
C1=CC2=CC=C1CCCCCCCCCCC1=CC=C(C=C1)C2,3,306.234751,6.4968,0,0,0,0,0,0,0,2,3
C1=CC2=CC=C1CCCCCCCCCCC1=CC=C(C=C1)CCCCCCCCCC2,3,432.3756015,9.812,0,0,0,0,0,0,0,2,4
C1=CC2=CC=C1CCCCCCCCCCCN2,3,245.2143499,5.1655,0,1,0,0,0,0,0,1,2
C1=CC2=CC=C1CCCCCOC1=CC=C(C=C1)CC1=CC=C(C=C1)OCO2,3,374.1881947,5.7979,0,0,0,3,0,0,0,3,5
C1=CC2=CC=C1CCCCCSC1=CC=C(C=C1)CCCCCS2,3,356.1632429,7.0102,0,0,2,0,0,0,0,2,4
C1=CC2=CC=C1CCCCOCOC1=CC=C(C=C1)C2,3,268.1463299,3.9666,0,0,0,2,0,0,0,2,4
C1=CC2=CC=C1CCCNCCCCCCCNC2,3,260.2252489,3.2625,0,2,0,0,0,0,0,1,2
C1=CC2=CC=C1CCCOCCCCCCO2,3,234.1619799,3.5886,0,0,0,2,0,0,0,1,2
C1=CC2=CC=C1CCCSCCCCSCCC2,3,280.1319428,4.812,0,0,2,0,0,0,0,1,2
C1=CC2=CC=C1CCN2,3,119.0734993,1.6546,0,1,0,0,0,0,0,1,2
C1=CC2=CC=C1CCNCNCC2,3,176.1313485,0.9219,0,2,0,0,0,0,0,1,2
C1=CC2=CC=C1CCOC1=CC=C(C=C1)S2,3,228.060886,3.7727,0,0,1,1,0,0,0,2,4
C1=CC2=CC=C1CCOCCCCCCN2,3,219.1623143,3.2316,0,1,0,1,0,0,0,1,2
C1=CC2=CC=C1CCOCOCCC1=CC=C(C=C1)C2,3,268.1463299,3.3667,0,0,0,2,0,0,0,2,4
C1=CC2=CC=C1CCS2,3,136.0346713,2.3348,0,0,1,0,0,0,0,1,2
C1=CC2=CC=C1CNCC1=CC=C(C=C1)OCCOCCO2,3,299.1521435,2.7642,0,1,0,3,0,0,0,2,4
C1=CC2=CC=C1CNCCCCN=N2,3,189.1265975,2.6537,0,3,0,0,0,1,0,1,2
C1=CC2=CC=C1COC1=CC=C(C=C1)C2,3,196.088815,3.1698,0,0,0,1,0,0,0,2,4
C1=CC2=CC=C1COCC1COCCOCCOC(COCCOCCO1)COC2,3,426.225368,1.5838,0,0,0,8,0,0,0,1,5
C1=CC2=CC=C1COCCCCCOCC1=CC=C(C=C1)COOCCCOC2,3,400.2249741,4.9588,0,0,0,5,0,0,0,2,4
C1=CC2=CC=C1COCN2,3,135.0684139,1.5862,0,1,0,1,0,0,0,1,2
C1=CC2=CC=C1COCOCCN2,3,179.0946287,1.6028,0,1,0,2,0,0,0,1,2
C1=CC2=CC=C1CSCCCCSC2,3,224.0693425,3.9468,0,0,2,0,0,0,0,1,2
C1=CC2=CC=C1CSCCSCC1=CC=C(C=C1)C2,3,286.0849926,4.7574,0,0,2,0,0,0,0,2,4
C1=CC2=CC=C1N=NOSO[NH]2,3,183.0102474,1.892,0,3,1,2,0,0,0,3,0
