cid	smiles	frag_id2smiles	frag_id2neighbors	frag_id2mol_inx
"42"	"C(CC(=O)O)C(=O)C=CC=C(C(=O)O)O"	{"1": "CC", "2": "CC", "3": "C=O", "4": "CO", "5": "CC", "6": "C=O", "7": "CC", "8": "C=C", "9": "CC", "10": "C=C", "11": "CC", "12": "C=O", "13": "CO", "14": "CO", "15": "C", "16": "C", "17": "C", "18": "C"}	{"1": [5, 16], "2": [5, 15], "3": [15], "4": [15], "5": [2, 1], "6": [16], "7": [8, 16], "8": [7, 9], "9": [8, 10], "10": [9, 17], "11": [17, 18], "12": [18], "13": [18], "14": [17], "15": [2, 3, 4], "16": [1, 6, 7], "17": [10, 11, 14], "18": [11, 12, 13]}	{"1": [0, 5], "2": [1, 2], "3": [2, 3], "4": [2, 4], "5": [0, 1], "6": [5, 6], "7": [5, 7], "8": [7, 8], "9": [8, 9], "10": [9, 10], "11": [10, 11], "12": [11, 12], "13": [11, 13], "14": [10, 14], "15": [2], "16": [5], "17": [10], "18": [11]}
"46"	"C(C(C(COP(=O)(O)O)O)O)C(=O)C(=O)O"	{"1": "CC", "2": "CC", "3": "CC", "4": "CO", "5": "OP", "6": "O=P", "7": "OP", "8": "OP", "9": "CO", "10": "CO", "11": "CC", "12": "C=O", "13": "CC", "14": "C=O", "15": "CO", "16": "C", "17": "C", "18": "P", "19": "C", "20": "C"}	{"1": [11, 19], "2": [16, 17], "3": [4, 17], "4": [3, 5], "5": [4, 18], "6": [18], "7": [18], "8": [18], "9": [17], "10": [16], "11": [1, 16], "12": [19], "13": [19, 20], "14": [20], "15": [20], "16": [11, 2, 10], "17": [2, 3, 9], "18": [5, 6, 7, 8], "19": [1, 12, 13], "20": [13, 14, 15]}	{"1": [0, 11], "2": [1, 2], "3": [2, 3], "4": [3, 4], "5": [4, 5], "6": [5, 6], "7": [5, 7], "8": [5, 8], "9": [2, 9], "10": [1, 10], "11": [0, 1], "12": [11, 12], "13": [11, 13], "14": [13, 14], "15": [13, 15], "16": [1], "17": [2], "18": [5], "19": [11], "20": [13]}
"61"	"C(C(C(=O)O)OP(=O)(O)O)OP(=O)(O)O"	{"1": "CO", "2": "CC", "3": "C=O", "4": "CO", "5": "CO", "6": "OP", "7": "O=P", "8": "OP", "9": "OP", "10": "CC", "11": "OP", "12": "O=P", "13": "OP", "14": "OP", "15": "C", "16": "C", "17": "P", "18": "P"}	{"1": [10, 11], "2": [15, 16], "3": [16], "4": [16], "5": [6, 15], "6": [5, 17], "7": [17], "8": [17], "9": [17], "10": [1, 15], "11": [1, 18], "12": [18], "13": [18], "14": [18], "15": [10, 2, 5], "16": [2, 3, 4], "17": [6, 7, 8, 9], "18": [11, 12, 13, 14]}	{"1": [0, 10], "2": [1, 2], "3": [2, 3], "4": [2, 4], "5": [1, 5], "6": [5, 6], "7": [6, 7], "8": [6, 8], "9": [6, 9], "10": [0, 1], "11": [10, 11], "12": [11, 12], "13": [11, 13], "14": [11, 14], "15": [1], "16": [2], "17": [6], "18": [11]}
"68"	"CC1(C(COP(=O)(OP(=O)(O1)O)O)O)CO"	{"1": "CC", "2": "O=P", "3": "O=P", "4": "OP", "5": "OP", "6": "CO", "7": "CC", "8": "CO", "9": "C1COPOPOC1", "10": "C", "11": "P", "12": "P"}	{"1": [10], "2": [11], "3": [12], "4": [12], "5": [11], "6": [9], "7": [8, 10], "8": [7], "9": [6, 10, 11, 12], "10": [1, 7, 9], "11": [2, 5, 9], "12": [3, 4, 9]}	{"1": [0, 1], "2": [5, 6], "3": [8, 9], "4": [8, 11], "5": [5, 12], "6": [2, 13], "7": [1, 14], "8": [14, 15], "9": [1, 10, 8, 7, 5, 4, 3, 2], "10": [1], "11": [5], "12": [8]}
"73"	"C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)OP(=O)(O)O)O)N"	{"1": "C1=CN=CN=C1", "2": "CC", "3": "CO", "4": "OP", "5": "O=P", "6": "OP", "7": "OP", "8": "CO", "9": "OP", "10": "O=P", "11": "OP", "12": "OP", "13": "CO", "14": "CN", "15": "CN", "16": "C1=NCCN1", "17": "C1CCOC1", "18": "P", "19": "P"}	{"1": [14, 16], "2": [3, 17], "3": [2, 4], "4": [3, 18], "5": [18], "6": [18], "7": [18], "8": [9, 17], "9": [8, 19], "10": [19], "11": [19], "12": [19], "13": [17], "14": [1], "15": [16, 17], "16": [15, 1], "17": [15, 2, 8, 13], "18": [4, 5, 6, 7], "19": [9, 10, 11, 12]}	{"1": [0, 5, 4, 3, 2, 1], "2": [12, 14], "3": [14, 15], "4": [15, 16], "5": [16, 17], "6": [16, 18], "7": [16, 19], "8": [11, 20], "9": [20, 21], "10": [21, 22], "11": [21, 23], "12": [21, 24], "13": [10, 25], "14": [2, 26], "15": [6, 9], "16": [7, 6, 4, 3, 8], "17": [10, 9, 13, 12, 11], "18": [16], "19": [21]}
"5881"	"CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)O)C"	{"1": "CC", "2": "C=O", "3": "CO", "4": "CC", "5": "C1CCCCC1", "6": "C1CCCC1", "7": "C1=CCCCC1", "8": "C1CCCCC1"}	{"1": [5], "2": [6], "3": [8], "4": [7], "5": [1, 6, 7], "6": [2, 5], "7": [4, 5, 8], "8": [3, 7]}	{"1": [0, 1], "2": [9, 10], "3": [17, 19], "4": [14, 20], "5": [2, 3, 4, 5, 6, 1], "6": [7, 6, 1, 9, 8], "7": [11, 12, 13, 14, 4, 5], "8": [15, 16, 17, 18, 13, 14]}
"81"	"C(C(C(C(COP(=O)(O)O)O)O)O)C(=O)C(=O)O"	{"1": "CC", "2": "CC", "3": "CC", "4": "CC", "5": "CO", "6": "OP", "7": "O=P", "8": "OP", "9": "OP", "10": "CO", "11": "CO", "12": "CO", "13": "CC", "14": "C=O", "15": "CC", "16": "C=O", "17": "CO", "18": "C", "19": "C", "20": "C", "21": "P", "22": "C", "23": "C"}	{"1": [13, 22], "2": [18, 19], "3": [19, 20], "4": [5, 20], "5": [4, 6], "6": [5, 21], "7": [21], "8": [21], "9": [21], "10": [20], "11": [19], "12": [18], "13": [1, 18], "14": [22], "15": [22, 23], "16": [23], "17": [23], "18": [13, 2, 12], "19": [2, 3, 11], "20": [3, 4, 10], "21": [6, 7, 8, 9], "22": [1, 14, 15], "23": [15, 16, 17]}	{"1": [0, 13], "2": [1, 2], "3": [2, 3], "4": [3, 4], "5": [4, 5], "6": [5, 6], "7": [6, 7], "8": [6, 8], "9": [6, 9], "10": [3, 10], "11": [2, 11], "12": [1, 12], "13": [0, 1], "14": [13, 14], "15": [13, 15], "16": [15, 16], "17": [15, 17], "18": [1], "19": [2], "20": [3], "21": [6], "22": [13], "23": [15]}
"82"	"C=C(C(=O)O)OC1CC(=CC(C1O)OP(=O)(O)O)C(=O)O"	{"1": "C=C", "2": "CC", "3": "C=O", "4": "CO", "5": "CO", "6": "CO", "7": "CO", "8": "CO", "9": "OP", "10": "O=P", "11": "OP", "12": "OP", "13": "CC", "14": "C=O", "15": "CO", "16": "C1=CCCCC1", "17": "C", "18": "C", "19": "P", "20": "C"}	{"1": [17], "2": [17, 18], "3": [18], "4": [18], "5": [6, 17], "6": [5, 16], "7": [16], "8": [9, 16], "9": [8, 19], "10": [19], "11": [19], "12": [19], "13": [16, 20], "14": [20], "15": [20], "16": [6, 7, 8, 13], "17": [1, 2, 5], "18": [2, 3, 4], "19": [9, 10, 11, 12], "20": [13, 14, 15]}	{"1": [0, 1], "2": [1, 2], "3": [2, 3], "4": [2, 4], "5": [1, 5], "6": [5, 6], "7": [11, 12], "8": [10, 13], "9": [13, 14], "10": [14, 15], "11": [14, 16], "12": [14, 17], "13": [8, 18], "14": [18, 19], "15": [18, 20], "16": [6, 11, 10, 9, 8, 7], "17": [1], "18": [2], "19": [14], "20": [18]}
"89"	"C1=CC(=C(C(=C1)O)N)C(=O)CC(C(=O)O)N"	{"1": "C1=CC=CC=C1", "2": "CN", "3": "CC", "4": "C=O", "5": "CC", "6": "CC", "7": "CC", "8": "C=O", "9": "CO", "10": "CN", "11": "CO", "12": "C", "13": "C", "14": "C"}	{"1": [11, 2, 3], "2": [1], "3": [1, 12], "4": [12], "5": [6, 12], "6": [5, 13], "7": [13, 14], "8": [14], "9": [14], "10": [13], "11": [1], "12": [3, 4, 5], "13": [6, 7, 10], "14": [7, 8, 9]}	{"1": [0, 5, 4, 3, 2, 1], "2": [3, 7], "3": [2, 8], "4": [8, 9], "5": [8, 10], "6": [10, 11], "7": [11, 12], "8": [12, 13], "9": [12, 14], "10": [11, 15], "11": [4, 6], "12": [8], "13": [11], "14": [12]}
"92"	"COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4(C=C)O)O"	{"1": "CO", "2": "CO", "3": "CC", "4": "CC", "5": "CC", "6": "C=C", "7": "CO", "8": "CO", "9": "C1=CCCC=C1", "10": "C1=CC=NC=C1", "11": "C1CN2CCC1CC2", "12": "C", "13": "C"}	{"1": [2], "2": [1, 9], "3": [10, 12], "4": [11, 12], "5": [6, 13], "6": [5], "7": [13], "8": [12], "9": [2, 10], "10": [3, 9], "11": [4, 13], "12": [3, 4, 8], "13": [5, 7, 11]}	{"1": [0, 1], "2": [1, 2], "3": [5, 12], "4": [12, 13], "5": [20, 21], "6": [21, 22], "7": [20, 23], "8": [12, 24], "9": [2, 11, 10, 9, 4, 3], "10": [6, 7, 8, 9, 4, 5], "11": [13, 14, 15, 16, 17, 18, 19, 20], "12": [12], "13": [20]}
"97"	"C(C1C(C(C(C(O1)O)O)O)OC2C(C(=O)C(C(O2)CO)O)O)O"	{"1": "CO", "2": "CO", "3": "CO", "4": "CO", "5": "CO", "6": "CO", "7": "C=O", "8": "CC", "9": "CO", "10": "CO", "11": "CO", "12": "CC", "13": "C1CCOCC1", "14": "C1CCOCC1"}	{"1": [12], "2": [13], "3": [13], "4": [13], "5": [6, 13], "6": [5, 14], "7": [14], "8": [9, 14], "9": [8], "10": [14], "11": [14], "12": [1, 13], "13": [12, 2, 3, 4, 5], "14": [6, 7, 8, 10, 11]}	{"1": [0, 22], "2": [5, 7], "3": [4, 8], "4": [3, 9], "5": [2, 10], "6": [10, 11], "7": [13, 14], "8": [16, 18], "9": [18, 19], "10": [15, 20], "11": [12, 21], "12": [0, 1], "13": [1, 6, 5, 4, 3, 2], "14": [12, 13, 15, 16, 17, 11]}
"113"	"C(C(C(=O)C(=O)O)O)OP(=O)(O)O"	{"1": "CO", "2": "CC", "3": "C=O", "4": "CC", "5": "C=O", "6": "CO", "7": "CO", "8": "CC", "9": "OP", "10": "O=P", "11": "OP", "12": "OP", "13": "C", "14": "C", "15": "C", "16": "P"}	{"1": [8, 9], "2": [13, 14], "3": [14], "4": [14, 15], "5": [15], "6": [15], "7": [13], "8": [1, 13], "9": [1, 16], "10": [16], "11": [16], "12": [16], "13": [8, 2, 7], "14": [2, 3, 4], "15": [4, 5, 6], "16": [9, 10, 11, 12]}	{"1": [0, 8], "2": [1, 2], "3": [2, 3], "4": [2, 4], "5": [4, 5], "6": [4, 6], "7": [1, 7], "8": [0, 1], "9": [8, 9], "10": [9, 10], "11": [9, 11], "12": [9, 12], "13": [1], "14": [2], "15": [4], "16": [9]}
"115"	"C1C(C(C(C(O1)OP(=O)(O)O)O)O)N"	{"1": "C1CCOCC1", "2": "OP", "3": "O=P", "4": "OP", "5": "OP", "6": "CO", "7": "CO", "8": "CN", "9": "CO", "10": "P"}	{"1": [9, 6, 7, 8], "2": [9, 10], "3": [10], "4": [10], "5": [10], "6": [1], "7": [1], "8": [1], "9": [2, 1], "10": [2, 3, 4, 5]}	{"1": [0, 5, 4, 3, 2, 1], "2": [6, 7], "3": [7, 8], "4": [7, 9], "5": [7, 10], "6": [3, 11], "7": [2, 12], "8": [1, 13], "9": [4, 6], "10": [7]}
"116"	"C=C(C(=O)O)OC1C=C(C=CC1N)C(=O)O"	{"1": "C=C", "2": "CC", "3": "C=O", "4": "CO", "5": "CO", "6": "CO", "7": "CN", "8": "CC", "9": "C=O", "10": "CO", "11": "C1=CCCC=C1", "12": "C", "13": "C", "14": "C"}	{"1": [12], "2": [12, 13], "3": [13], "4": [13], "5": [6, 12], "6": [5, 11], "7": [11], "8": [11, 14], "9": [14], "10": [14], "11": [6, 7, 8], "12": [1, 2, 5], "13": [2, 3, 4], "14": [8, 9, 10]}	{"1": [0, 1], "2": [1, 2], "3": [2, 3], "4": [2, 4], "5": [1, 5], "6": [5, 6], "7": [11, 12], "8": [8, 13], "9": [13, 14], "10": [13, 15], "11": [6, 11, 10, 9, 8, 7], "12": [1], "13": [2], "14": [13]}
"121"	"CC(CO)(C(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O)O)O"	{"1": "CC", "2": "CC", "3": "CO", "4": "CC", "5": "CC", "6": "CO", "7": "OP", "8": "O=P", "9": "OP", "10": "OP", "11": "OP", "12": "O=P", "13": "OP", "14": "OP", "15": "CO", "16": "CC", "17": "CN", "18": "C=O", "19": "CN", "20": "CO", "21": "CO", "22": "CO", "23": "CO", "24": "C1CCOC1", "25": "C1=CNCN=C1", "26": "C", "27": "C", "28": "P", "29": "P"}	{"1": [26], "2": [3, 26], "3": [2], "4": [26, 27], "5": [6, 27], "6": [5, 7], "7": [6, 28], "8": [28], "9": [28], "10": [11, 28], "11": [10, 29], "12": [29], "13": [29], "14": [15, 29], "15": [14, 16], "16": [15, 24], "17": [24, 25], "18": [25], "19": [25], "20": [24], "21": [24], "22": [27], "23": [26], "24": [16, 17, 20, 21], "25": [17, 18, 19], "26": [1, 2, 4, 23], "27": [4, 5, 22], "28": [7, 8, 9, 10], "29": [11, 12, 13, 14]}	{"1": [0, 1], "2": [1, 2], "3": [2, 3], "4": [1, 4], "5": [4, 5], "6": [5, 6], "7": [6, 7], "8": [7, 8], "9": [7, 9], "10": [7, 10], "11": [10, 11], "12": [11, 12], "13": [11, 13], "14": [11, 14], "15": [14, 15], "16": [15, 16], "17": [19, 21], "18": [26, 27], "19": [24, 28], "20": [18, 29], "21": [17, 30], "22": [4, 31], "23": [1, 32], "24": [16, 17, 18, 19, 20], "25": [22, 23, 24, 25, 26, 21], "26": [1], "27": [4], "28": [7], "29": [11]}
"122"	"C(C(=O)CC(=O)O)C(=O)C=CC(=O)O"	{"1": "CC", "2": "C=O", "3": "CC", "4": "CC", "5": "C=O", "6": "CO", "7": "CC", "8": "C=O", "9": "CC", "10": "C=C", "11": "CC", "12": "C=O", "13": "CO", "14": "C", "15": "C", "16": "C", "17": "C"}	{"1": [7, 16], "2": [14], "3": [4, 14], "4": [3, 15], "5": [15], "6": [15], "7": [1, 14], "8": [16], "9": [10, 16], "10": [9, 11], "11": [10, 17], "12": [17], "13": [17], "14": [7, 2, 3], "15": [4, 5, 6], "16": [1, 8, 9], "17": [11, 12, 13]}	{"1": [0, 7], "2": [1, 2], "3": [1, 3], "4": [3, 4], "5": [4, 5], "6": [4, 6], "7": [0, 1], "8": [7, 8], "9": [7, 9], "10": [9, 10], "11": [10, 11], "12": [11, 12], "13": [11, 13], "14": [1], "15": [4], "16": [7], "17": [11]}
"130"	"C(C(=O)C(=O)O)C(CC(=O)O)(C(=O)O)O"	{"1": "CC", "2": "C=O", "3": "CC", "4": "C=O", "5": "CO", "6": "CC", "7": "CC", "8": "CC", "9": "C=O", "10": "CO", "11": "CC", "12": "C=O", "13": "CO", "14": "CO", "15": "C", "16": "C", "17": "C", "18": "C", "19": "C"}	{"1": [6, 17], "2": [15], "3": [15, 16], "4": [16], "5": [16], "6": [1, 15], "7": [8, 17], "8": [7, 18], "9": [18], "10": [18], "11": [17, 19], "12": [19], "13": [19], "14": [17], "15": [6, 2, 3], "16": [3, 4, 5], "17": [1, 7, 11, 14], "18": [8, 9, 10], "19": [11, 12, 13]}	{"1": [0, 6], "2": [1, 2], "3": [1, 3], "4": [3, 4], "5": [3, 5], "6": [0, 1], "7": [6, 7], "8": [7, 8], "9": [8, 9], "10": [8, 10], "11": [6, 11], "12": [11, 12], "13": [11, 13], "14": [6, 14], "15": [1], "16": [3], "17": [6], "18": [8], "19": [11]}
