cid	smiles	frag_id2smiles	frag_id2neighbors	frag_id2mol_inx
"131"	"CC(C)(COP(=O)(O)O)C(C(=O)NCCC(=O)O)O"	{"1": "CC", "2": "CC", "3": "CC", "4": "CO", "5": "OP", "6": "O=P", "7": "OP", "8": "OP", "9": "CC", "10": "CC", "11": "C=O", "12": "CN", "13": "CN", "14": "CC", "15": "CC", "16": "C=O", "17": "CO", "18": "CO", "19": "C", "20": "P", "21": "C", "22": "C", "23": "C"}	{"1": [19], "2": [19], "3": [4, 19], "4": [3, 5], "5": [4, 20], "6": [20], "7": [20], "8": [20], "9": [19, 21], "10": [21, 22], "11": [22], "12": [13, 22], "13": [12, 14], "14": [13, 15], "15": [14, 23], "16": [23], "17": [23], "18": [21], "19": [1, 2, 3, 9], "20": [5, 6, 7, 8], "21": [9, 10, 18], "22": [10, 11, 12], "23": [15, 16, 17]}	{"1": [0, 1], "2": [1, 2], "3": [1, 3], "4": [3, 4], "5": [4, 5], "6": [5, 6], "7": [5, 7], "8": [5, 8], "9": [1, 9], "10": [9, 10], "11": [10, 11], "12": [10, 12], "13": [12, 13], "14": [13, 14], "15": [14, 15], "16": [15, 16], "17": [15, 17], "18": [9, 18], "19": [1], "20": [5], "21": [9], "22": [10], "23": [15]}
"132"	"CC(C)(COP(=O)(O)O)C(C(=O)NCCC(=O)NC(CS)C(=O)O)O"	{"1": "CC", "2": "CC", "3": "CC", "4": "CO", "5": "OP", "6": "O=P", "7": "OP", "8": "OP", "9": "CC", "10": "CC", "11": "C=O", "12": "CN", "13": "CN", "14": "CC", "15": "CC", "16": "C=O", "17": "CN", "18": "CN", "19": "CC", "20": "CS", "21": "CC", "22": "C=O", "23": "CO", "24": "CO", "25": "C", "26": "P", "27": "C", "28": "C", "29": "C", "30": "C", "31": "C"}	{"1": [25], "2": [25], "3": [4, 25], "4": [3, 5], "5": [4, 26], "6": [26], "7": [26], "8": [26], "9": [25, 27], "10": [27, 28], "11": [28], "12": [13, 28], "13": [12, 14], "14": [13, 15], "15": [14, 29], "16": [29], "17": [18, 29], "18": [17, 30], "19": [20, 30], "20": [19], "21": [30, 31], "22": [31], "23": [31], "24": [27], "25": [1, 2, 3, 9], "26": [5, 6, 7, 8], "27": [9, 10, 24], "28": [10, 11, 12], "29": [15, 16, 17], "30": [18, 19, 21], "31": [21, 22, 23]}	{"1": [0, 1], "2": [1, 2], "3": [1, 3], "4": [3, 4], "5": [4, 5], "6": [5, 6], "7": [5, 7], "8": [5, 8], "9": [1, 9], "10": [9, 10], "11": [10, 11], "12": [10, 12], "13": [12, 13], "14": [13, 14], "15": [14, 15], "16": [15, 16], "17": [15, 17], "18": [17, 18], "19": [18, 19], "20": [19, 20], "21": [18, 21], "22": [21, 22], "23": [21, 23], "24": [9, 24], "25": [1], "26": [5], "27": [9], "28": [10], "29": [15], "30": [18], "31": [21]}
"139"	"CC(C)CCCC(C)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C"	{"1": "CC", "2": "CC", "3": "CC", "4": "CC", "5": "CC", "6": "CC", "7": "CC", "8": "CC", "9": "CO", "10": "CC", "11": "CO", "12": "CO", "13": "CC", "14": "C1CCCC1", "15": "C1CCCCC1", "16": "C1CCCCC1", "17": "C1CCCCC1", "18": "C", "19": "C"}	{"1": [18], "2": [18], "3": [4, 18], "4": [3, 5], "5": [4, 6], "6": [5, 19], "7": [19], "8": [14, 19], "9": [17], "10": [17], "11": [16], "12": [15], "13": [15], "14": [8, 15], "15": [12, 13, 14, 16], "16": [11, 15, 17], "17": [9, 10, 16], "18": [1, 2, 3], "19": [6, 7, 8]}	{"1": [0, 1], "2": [1, 2], "3": [1, 3], "4": [3, 4], "5": [4, 5], "6": [5, 6], "7": [6, 7], "8": [6, 8], "9": [23, 25], "10": [20, 26], "11": [17, 27], "12": [13, 28], "13": [12, 29], "14": [8, 9, 10, 11, 12], "15": [13, 14, 15, 16, 11, 12], "16": [17, 18, 19, 20, 15, 16], "17": [21, 22, 23, 24, 19, 20], "18": [1], "19": [6]}
"140"	"CC(CCCC(C)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C)CO"	{"1": "CC", "2": "CC", "3": "CC", "4": "CC", "5": "CC", "6": "CC", "7": "CC", "8": "CO", "9": "CC", "10": "CO", "11": "CO", "12": "CC", "13": "CC", "14": "CO", "15": "C1CCCC1", "16": "C1CCCCC1", "17": "C1CCCCC1", "18": "C1CCCCC1", "19": "C", "20": "C"}	{"1": [19], "2": [3, 19], "3": [2, 4], "4": [3, 5], "5": [4, 20], "6": [20], "7": [15, 20], "8": [18], "9": [18], "10": [17], "11": [16], "12": [16], "13": [14, 19], "14": [13], "15": [7, 16], "16": [11, 12, 15, 17], "17": [10, 16, 18], "18": [8, 9, 17], "19": [1, 2, 13], "20": [5, 6, 7]}	{"1": [0, 1], "2": [1, 2], "3": [2, 3], "4": [3, 4], "5": [4, 5], "6": [5, 6], "7": [5, 7], "8": [22, 24], "9": [19, 25], "10": [16, 26], "11": [12, 27], "12": [11, 28], "13": [1, 29], "14": [29, 30], "15": [7, 8, 9, 10, 11], "16": [12, 13, 14, 15, 10, 11], "17": [16, 17, 18, 19, 14, 15], "18": [20, 21, 22, 23, 18, 19], "19": [1], "20": [5]}
"141"	"C1C(=O)C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)O)O"	{"1": "C1CCOCC1", "2": "CO", "3": "OP", "4": "O=P", "5": "OP", "6": "OP", "7": "OP", "8": "O=P", "9": "OP", "10": "OP", "11": "CO", "12": "CC", "13": "CN", "14": "C=O", "15": "C=O", "16": "CO", "17": "CO", "18": "CO", "19": "CO", "20": "C=O", "21": "C1CCOC1", "22": "C1=CNCNC1", "23": "P", "24": "P"}	{"1": [20, 2, 18, 19], "2": [3, 1], "3": [2, 23], "4": [23], "5": [23], "6": [7, 23], "7": [6, 24], "8": [24], "9": [24], "10": [11, 24], "11": [10, 12], "12": [11, 21], "13": [21, 22], "14": [22], "15": [22], "16": [21], "17": [21], "18": [1], "19": [1], "20": [1], "21": [12, 13, 16, 17], "22": [13, 14, 15], "23": [3, 4, 5, 6], "24": [7, 8, 9, 10]}	{"1": [0, 6, 5, 4, 3, 1], "2": [5, 7], "3": [7, 8], "4": [8, 9], "5": [8, 10], "6": [8, 11], "7": [11, 12], "8": [12, 13], "9": [12, 14], "10": [12, 15], "11": [15, 16], "12": [16, 17], "13": [20, 22], "14": [25, 26], "15": [28, 29], "16": [19, 30], "17": [18, 31], "18": [4, 32], "19": [3, 33], "20": [1, 2], "21": [18, 17, 21, 20, 19], "22": [23, 24, 25, 27, 28, 22], "23": [8], "24": [12]}
"142"	"CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O"	{"1": "CC", "2": "CN", "3": "CN", "4": "CO", "5": "CO", "6": "C1CCOC1", "7": "C1=NCCN1", "8": "C1=CN=CN=C1"}	{"1": [6], "2": [6, 7], "3": [8], "4": [6], "5": [6], "6": [1, 2, 4, 5], "7": [2, 8], "8": [3, 7]}	{"1": [0, 1], "2": [4, 6], "3": [10, 15], "4": [3, 16], "5": [2, 17], "6": [1, 2, 3, 4, 5], "7": [7, 6, 14, 9, 8], "8": [10, 11, 12, 13, 14, 9]}
"6006"	"C1C(N(C2=C(N1)NC(=NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O"	{"1": "C1=CNCCN1", "2": "CN", "3": "CN", "4": "C=O", "5": "CC", "6": "CN", "7": "CN", "8": "CC", "9": "C=O", "10": "CN", "11": "CN", "12": "CC", "13": "CC", "14": "CC", "15": "C=O", "16": "CO", "17": "CC", "18": "C=O", "19": "CO", "20": "C=O", "21": "C1=CNC=NC1", "22": "C1=CC=CC=C1", "23": "C", "24": "C", "25": "C", "26": "C"}	{"1": [3, 5, 21], "2": [21], "3": [4, 1], "4": [3], "5": [6, 1], "6": [5, 7], "7": [6, 22], "8": [22, 23], "9": [23], "10": [11, 23], "11": [10, 24], "12": [13, 24], "13": [12, 14], "14": [13, 25], "15": [25], "16": [25], "17": [24, 26], "18": [26], "19": [26], "20": [21], "21": [20, 2, 1], "22": [7, 8], "23": [8, 9, 10], "24": [11, 12, 17], "25": [14, 15, 16], "26": [17, 18, 19]}	{"1": [0, 5, 4, 3, 2, 1], "2": [7, 11], "3": [2, 12], "4": [12, 13], "5": [1, 14], "6": [14, 15], "7": [15, 16], "8": [19, 22], "9": [22, 23], "10": [22, 24], "11": [24, 25], "12": [25, 26], "13": [26, 27], "14": [27, 28], "15": [28, 29], "16": [28, 30], "17": [25, 31], "18": [31, 32], "19": [31, 33], "20": [9, 10], "21": [6, 7, 8, 9, 3, 4], "22": [17, 18, 19, 20, 21, 16], "23": [22], "24": [25], "25": [28], "26": [31]}
"144"	"C1=CC2=C(C=C1O)C(=CN2)CC(C(=O)O)N"	{"1": "C1=CC=CC=C1", "2": "CC", "3": "CC", "4": "CC", "5": "C=O", "6": "CO", "7": "CN", "8": "CO", "9": "C1=C[NH]C=C1", "10": "C", "11": "C"}	{"1": [8, 9], "2": [3, 9], "3": [2, 10], "4": [10, 11], "5": [11], "6": [11], "7": [10], "8": [1], "9": [2, 1], "10": [3, 4, 7], "11": [4, 5, 6]}	{"1": [0, 5, 4, 3, 2, 1], "2": [7, 10], "3": [10, 11], "4": [11, 12], "5": [12, 13], "6": [12, 14], "7": [11, 15], "8": [5, 6], "9": [7, 3, 2, 9, 8], "10": [11], "11": [12]}
"146"	"CN1C(CNC2=C1C(=O)N=C(N2)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O"	{"1": "CN", "2": "C=O", "3": "CN", "4": "CC", "5": "CN", "6": "CN", "7": "CC", "8": "C=O", "9": "CN", "10": "CN", "11": "CC", "12": "CC", "13": "CC", "14": "C=O", "15": "CO", "16": "CC", "17": "C=O", "18": "CO", "19": "C1=CNCCN1", "20": "C1=CNC=NC1", "21": "C1=CC=CC=C1", "22": "C", "23": "C", "24": "C", "25": "C"}	{"1": [19], "2": [20], "3": [20], "4": [5, 19], "5": [4, 6], "6": [5, 21], "7": [21, 22], "8": [22], "9": [10, 22], "10": [9, 23], "11": [12, 23], "12": [11, 13], "13": [12, 24], "14": [24], "15": [24], "16": [23, 25], "17": [25], "18": [25], "19": [1, 4, 20], "20": [2, 3, 19], "21": [6, 7], "22": [7, 8, 9], "23": [10, 11, 16], "24": [13, 14, 15], "25": [16, 17, 18]}	{"1": [0, 1], "2": [7, 8], "3": [10, 12], "4": [2, 13], "5": [13, 14], "6": [14, 15], "7": [18, 21], "8": [21, 22], "9": [21, 23], "10": [23, 24], "11": [24, 25], "12": [25, 26], "13": [26, 27], "14": [27, 28], "15": [27, 29], "16": [24, 30], "17": [30, 31], "18": [30, 32], "19": [1, 6, 5, 4, 3, 2], "20": [7, 9, 10, 11, 5, 6], "21": [16, 17, 18, 19, 20, 15], "22": [21], "23": [24], "24": [27], "25": [30]}
"148"	"CNCC1=CN(C(=NC1=O)S)C2C(C(C(O2)CO)O)O"	{"1": "CN", "2": "CN", "3": "CC", "4": "C=O", "5": "CS", "6": "CN", "7": "CC", "8": "CO", "9": "CO", "10": "CO", "11": "C1=CNC=NC1", "12": "C1CCOC1"}	{"1": [2], "2": [1, 3], "3": [2, 11], "4": [11], "5": [11], "6": [11, 12], "7": [8, 12], "8": [7], "9": [12], "10": [12], "11": [3, 4, 5, 6], "12": [6, 7, 9, 10]}	{"1": [0, 1], "2": [1, 2], "3": [2, 3], "4": [8, 9], "5": [6, 10], "6": [5, 11], "7": [14, 16], "8": [16, 17], "9": [13, 18], "10": [12, 19], "11": [3, 8, 7, 6, 5, 4], "12": [12, 11, 15, 14, 13]}
"149"	"CSCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O"	{"1": "CS", "2": "CS", "3": "CC", "4": "CN", "5": "CN", "6": "CO", "7": "CO", "8": "C1CCOC1", "9": "C1=NCCN1", "10": "C1=CN=CN=C1"}	{"1": [2], "2": [1, 3], "3": [2, 8], "4": [8, 9], "5": [10], "6": [8], "7": [8], "8": [3, 4, 6, 7], "9": [4, 10], "10": [5, 9]}	{"1": [0, 1], "2": [1, 2], "3": [2, 3], "4": [6, 8], "5": [12, 17], "6": [5, 18], "7": [4, 19], "8": [3, 4, 5, 6, 7], "9": [9, 8, 16, 11, 10], "10": [12, 13, 14, 15, 16, 11]}
"150"	"C(C1C(C(C(O1)N)O)O)OP(=O)(O)O"	{"1": "CO", "2": "CN", "3": "CO", "4": "CO", "5": "CC", "6": "OP", "7": "O=P", "8": "OP", "9": "OP", "10": "C1CCOC1", "11": "P"}	{"1": [5, 6], "2": [10], "3": [10], "4": [10], "5": [1, 10], "6": [1, 11], "7": [11], "8": [11], "9": [11], "10": [5, 2, 3, 4], "11": [6, 7, 8, 9]}	{"1": [0, 9], "2": [4, 6], "3": [3, 7], "4": [2, 8], "5": [0, 1], "6": [9, 10], "7": [10, 11], "8": [10, 12], "9": [10, 13], "10": [1, 2, 3, 4, 5], "11": [10]}
"151"	"C(C1C(C(C(O1)NC(=O)CNC=O)O)O)OP(=O)(O)O"	{"1": "CO", "2": "CN", "3": "CN", "4": "C=O", "5": "CC", "6": "CN", "7": "CN", "8": "C=O", "9": "CO", "10": "CO", "11": "CC", "12": "OP", "13": "O=P", "14": "OP", "15": "OP", "16": "C1CCOC1", "17": "C", "18": "P"}	{"1": [11, 12], "2": [3, 16], "3": [2, 17], "4": [17], "5": [6, 17], "6": [5, 7], "7": [6, 8], "8": [7], "9": [16], "10": [16], "11": [1, 16], "12": [1, 18], "13": [18], "14": [18], "15": [18], "16": [11, 2, 9, 10], "17": [3, 4, 5], "18": [12, 13, 14, 15]}	{"1": [0, 15], "2": [4, 6], "3": [6, 7], "4": [7, 8], "5": [7, 9], "6": [9, 10], "7": [10, 11], "8": [11, 12], "9": [3, 13], "10": [2, 14], "11": [0, 1], "12": [15, 16], "13": [16, 17], "14": [16, 18], "15": [16, 19], "16": [1, 2, 3, 4, 5], "17": [7], "18": [16]}
"152"	"C(C1C(C(C(O1)NC(=O)CN)O)O)OP(=O)(O)O"	{"1": "CO", "2": "CN", "3": "CN", "4": "C=O", "5": "CC", "6": "CN", "7": "CO", "8": "CO", "9": "CC", "10": "OP", "11": "O=P", "12": "OP", "13": "OP", "14": "C1CCOC1", "15": "C", "16": "P"}	{"1": [9, 10], "2": [3, 14], "3": [2, 15], "4": [15], "5": [6, 15], "6": [5], "7": [14], "8": [14], "9": [1, 14], "10": [1, 16], "11": [16], "12": [16], "13": [16], "14": [9, 2, 7, 8], "15": [3, 4, 5], "16": [10, 11, 12, 13]}	{"1": [0, 13], "2": [4, 6], "3": [6, 7], "4": [7, 8], "5": [7, 9], "6": [9, 10], "7": [3, 11], "8": [2, 12], "9": [0, 1], "10": [13, 14], "11": [14, 15], "12": [14, 16], "13": [14, 17], "14": [1, 2, 3, 4, 5], "15": [7], "16": [14]}
"153"	"C1=C(N(C=N1)C2C(C(C(O2)COP(=O)(O)O)O)O)N"	{"1": "C1=C[NH]C=N1", "2": "CC", "3": "CO", "4": "OP", "5": "O=P", "6": "OP", "7": "OP", "8": "CO", "9": "CO", "10": "CN", "11": "CN", "12": "C1CCOC1", "13": "P"}	{"1": [11, 10], "2": [3, 12], "3": [2, 4], "4": [3, 13], "5": [13], "6": [13], "7": [13], "8": [12], "9": [12], "10": [1], "11": [1, 12], "12": [11, 2, 8, 9], "13": [4, 5, 6, 7]}	{"1": [0, 1, 2, 3, 4], "2": [8, 10], "3": [10, 11], "4": [11, 12], "5": [12, 13], "6": [12, 14], "7": [12, 15], "8": [7, 16], "9": [6, 17], "10": [1, 18], "11": [2, 5], "12": [6, 5, 9, 8, 7], "13": [12]}
"154"	"C(C1C(C(C(O1)N=C(CNC=O)N)O)O)OP(=O)(O)O"	{"1": "CO", "2": "CN", "3": "C=N", "4": "CC", "5": "CN", "6": "CN", "7": "C=O", "8": "CN", "9": "CO", "10": "CO", "11": "CC", "12": "OP", "13": "O=P", "14": "OP", "15": "OP", "16": "C1CCOC1", "17": "C", "18": "P"}	{"1": [11, 12], "2": [3, 16], "3": [2, 17], "4": [5, 17], "5": [4, 6], "6": [5, 7], "7": [6], "8": [17], "9": [16], "10": [16], "11": [1, 16], "12": [1, 18], "13": [18], "14": [18], "15": [18], "16": [11, 2, 9, 10], "17": [3, 4, 8], "18": [12, 13, 14, 15]}	{"1": [0, 15], "2": [4, 6], "3": [6, 7], "4": [7, 8], "5": [8, 9], "6": [9, 10], "7": [10, 11], "8": [7, 12], "9": [3, 13], "10": [2, 14], "11": [0, 1], "12": [15, 16], "13": [16, 17], "14": [16, 18], "15": [16, 19], "16": [1, 2, 3, 4, 5], "17": [7], "18": [16]}
"9691"	"CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O"	{"1": "CC", "2": "CC", "3": "CC", "4": "CC", "5": "CC", "6": "CC", "7": "C=C", "8": "CC", "9": "C=O", "10": "CC", "11": "CC", "12": "C=C", "13": "CC", "14": "CC", "15": "CC", "16": "CC", "17": "C=O", "18": "CO", "19": "CO", "20": "CO", "21": "C1CCCC1", "22": "C", "23": "C"}	{"1": [2], "2": [1, 3], "3": [2, 4], "4": [3, 5], "5": [4, 22], "6": [7, 22], "7": [6, 8], "8": [7, 21], "9": [21], "10": [11, 21], "11": [10, 12], "12": [11, 13], "13": [12, 14], "14": [13, 15], "15": [14, 16], "16": [15, 23], "17": [23], "18": [23], "19": [21], "20": [22], "21": [8, 9, 10, 19], "22": [5, 6, 20], "23": [16, 17, 18]}	{"1": [0, 1], "2": [1, 2], "3": [2, 3], "4": [3, 4], "5": [4, 5], "6": [5, 6], "7": [6, 7], "8": [7, 8], "9": [11, 12], "10": [13, 14], "11": [14, 15], "12": [15, 16], "13": [16, 17], "14": [17, 18], "15": [18, 19], "16": [19, 20], "17": [20, 21], "18": [20, 22], "19": [9, 23], "20": [5, 24], "21": [8, 9, 10, 11, 13], "22": [5], "23": [20]}
"159"	"CCCCCC(C=CC1C(CC2C1CC(=CCCCC(=O)O)O2)O)O"	{"1": "CC", "2": "CC", "3": "CC", "4": "CC", "5": "CC", "6": "CC", "7": "C=C", "8": "CC", "9": "C=C", "10": "CC", "11": "CC", "12": "CC", "13": "CC", "14": "C=O", "15": "CO", "16": "CO", "17": "CO", "18": "C1CCCC1", "19": "C1CCOC1", "20": "C", "21": "C"}	{"1": [2], "2": [1, 3], "3": [2, 4], "4": [3, 5], "5": [4, 20], "6": [7, 20], "7": [6, 8], "8": [7, 18], "9": [10, 19], "10": [9, 11], "11": [10, 12], "12": [11, 13], "13": [12, 21], "14": [21], "15": [21], "16": [18], "17": [20], "18": [8, 16, 19], "19": [9, 18], "20": [5, 6, 17], "21": [13, 14, 15]}	{"1": [0, 1], "2": [1, 2], "3": [2, 3], "4": [3, 4], "5": [4, 5], "6": [5, 6], "7": [6, 7], "8": [7, 8], "9": [14, 15], "10": [15, 16], "11": [16, 17], "12": [17, 18], "13": [18, 19], "14": [19, 20], "15": [19, 21], "16": [9, 23], "17": [5, 24], "18": [8, 9, 10, 11, 12], "19": [13, 12, 11, 22, 14], "20": [5], "21": [19]}
"160"	"CCCCCC(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O"	{"1": "CC", "2": "CC", "3": "CC", "4": "CC", "5": "CC", "6": "CC", "7": "C=C", "8": "CC", "9": "CC", "10": "CC", "11": "C=C", "12": "CC", "13": "CC", "14": "CC", "15": "CC", "16": "C=O", "17": "CO", "18": "CO", "19": "CO", "20": "CO", "21": "C1CCCC1", "22": "C", "23": "C"}	{"1": [2], "2": [1, 3], "3": [2, 4], "4": [3, 5], "5": [4, 22], "6": [7, 22], "7": [6, 8], "8": [7, 21], "9": [10, 21], "10": [9, 11], "11": [10, 12], "12": [11, 13], "13": [12, 14], "14": [13, 15], "15": [14, 23], "16": [23], "17": [23], "18": [21], "19": [21], "20": [22], "21": [8, 9, 18, 19], "22": [5, 6, 20], "23": [15, 16, 17]}	{"1": [0, 1], "2": [1, 2], "3": [2, 3], "4": [3, 4], "5": [4, 5], "6": [5, 6], "7": [6, 7], "8": [7, 8], "9": [12, 13], "10": [13, 14], "11": [14, 15], "12": [15, 16], "13": [16, 17], "14": [17, 18], "15": [18, 19], "16": [19, 20], "17": [19, 21], "18": [11, 22], "19": [9, 23], "20": [5, 24], "21": [8, 9, 10, 11, 12], "22": [5], "23": [19]}
"161"	"C1C(=NC2C(N1)N=C(NC2=O)N)C(C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O"	{"1": "C1=NCCNC1", "2": "CN", "3": "CC", "4": "CC", "5": "CC", "6": "CO", "7": "OP", "8": "O=P", "9": "OP", "10": "OP", "11": "OP", "12": "O=P", "13": "OP", "14": "OP", "15": "OP", "16": "O=P", "17": "OP", "18": "OP", "19": "CO", "20": "CO", "21": "C=O", "22": "C1=NCCCN1", "23": "C", "24": "C", "25": "P", "26": "P", "27": "P"}	{"1": [3, 22], "2": [22], "3": [1, 23], "4": [23, 24], "5": [6, 24], "6": [5, 7], "7": [6, 25], "8": [25], "9": [25], "10": [11, 25], "11": [10, 26], "12": [26], "13": [26], "14": [15, 26], "15": [14, 27], "16": [27], "17": [27], "18": [27], "19": [24], "20": [23], "21": [22], "22": [21, 2, 1], "23": [3, 4, 20], "24": [4, 5, 19], "25": [7, 8, 9, 10], "26": [11, 12, 13, 14], "27": [15, 16, 17, 18]}	{"1": [0, 5, 4, 3, 2, 1], "2": [7, 11], "3": [1, 12], "4": [12, 13], "5": [13, 14], "6": [14, 15], "7": [15, 16], "8": [16, 17], "9": [16, 18], "10": [16, 19], "11": [19, 20], "12": [20, 21], "13": [20, 22], "14": [20, 23], "15": [23, 24], "16": [24, 25], "17": [24, 26], "18": [24, 27], "19": [13, 28], "20": [12, 29], "21": [9, 10], "22": [6, 7, 8, 9, 3, 4], "23": [12], "24": [13], "25": [16], "26": [20], "27": [24]}
"162"	"CC1(C(N2C(S1)C(C2=O)N)C(=O)O)C"	{"1": "CC", "2": "C=O", "3": "CN", "4": "CC", "5": "C=O", "6": "CO", "7": "CC", "8": "C1CSCN1", "9": "C1CNC1", "10": "C", "11": "C"}	{"1": [10], "2": [9], "3": [9], "4": [8, 11], "5": [11], "6": [11], "7": [10], "8": [4, 9, 10], "9": [2, 3, 8], "10": [1, 7, 8], "11": [4, 5, 6]}	{"1": [0, 1], "2": [7, 8], "3": [6, 9], "4": [2, 10], "5": [10, 11], "6": [10, 12], "7": [1, 13], "8": [1, 2, 3, 4, 5], "9": [6, 7, 3, 4], "10": [1], "11": [10]}
"166"	"CC(=O)C(=O)C1CNC2C(N1)C(=O)NC(=N2)N"	{"1": "CC", "2": "C=O", "3": "CC", "4": "C=O", "5": "CC", "6": "C=O", "7": "CN", "8": "C1CNCCN1", "9": "C1=NCCCN1", "10": "C", "11": "C"}	{"1": [10], "2": [10], "3": [10, 11], "4": [11], "5": [8, 11], "6": [9], "7": [9], "8": [5, 9], "9": [6, 7, 8], "10": [1, 2, 3], "11": [3, 4, 5]}	{"1": [0, 1], "2": [1, 2], "3": [1, 3], "4": [3, 4], "5": [3, 5], "6": [11, 12], "7": [14, 16], "8": [5, 10, 9, 8, 7, 6], "9": [11, 13, 14, 15, 8, 9], "10": [1], "11": [3]}
"168"	"C(C1C(C(C(C(O1)O)O)O)OC2C(C(C(C(O2)COP(=O)(O)O)O)O)O)O"	{"1": "CO", "2": "CO", "3": "CO", "4": "CO", "5": "CO", "6": "CO", "7": "CC", "8": "CO", "9": "OP", "10": "O=P", "11": "OP", "12": "OP", "13": "CO", "14": "CO", "15": "CO", "16": "CC", "17": "C1CCOCC1", "18": "C1CCOCC1", "19": "P"}	{"1": [16], "2": [17], "3": [17], "4": [17], "5": [6, 17], "6": [5, 18], "7": [8, 18], "8": [7, 9], "9": [8, 19], "10": [19], "11": [19], "12": [19], "13": [18], "14": [18], "15": [18], "16": [1, 17], "17": [16, 2, 3, 4, 5], "18": [6, 7, 13, 14, 15], "19": [9, 10, 11, 12]}	{"1": [0, 26], "2": [5, 7], "3": [4, 8], "4": [3, 9], "5": [2, 10], "6": [10, 11], "7": [15, 17], "8": [17, 18], "9": [18, 19], "10": [19, 20], "11": [19, 21], "12": [19, 22], "13": [14, 23], "14": [13, 24], "15": [12, 25], "16": [0, 1], "17": [1, 6, 5, 4, 3, 2], "18": [12, 13, 14, 15, 16, 11], "19": [19]}
"169"	"CCCCCC=CCC(C=CC=CC=CC(CCCC(=O)O)O)O"	{"1": "CC", "2": "CC", "3": "CC", "4": "CC", "5": "CC", "6": "C=C", "7": "CC", "8": "CC", "9": "CC", "10": "C=C", "11": "CC", "12": "C=C", "13": "CC", "14": "C=C", "15": "CC", "16": "CC", "17": "CC", "18": "CC", "19": "CC", "20": "C=O", "21": "CO", "22": "CO", "23": "CO", "24": "C", "25": "C", "26": "C"}	{"1": [2], "2": [1, 3], "3": [2, 4], "4": [3, 5], "5": [4, 6], "6": [5, 7], "7": [6, 8], "8": [7, 24], "9": [10, 24], "10": [9, 11], "11": [10, 12], "12": [11, 13], "13": [12, 14], "14": [13, 15], "15": [14, 25], "16": [17, 25], "17": [16, 18], "18": [17, 19], "19": [18, 26], "20": [26], "21": [26], "22": [25], "23": [24], "24": [8, 9, 23], "25": [15, 16, 22], "26": [19, 20, 21]}	{"1": [0, 1], "2": [1, 2], "3": [2, 3], "4": [3, 4], "5": [4, 5], "6": [5, 6], "7": [6, 7], "8": [7, 8], "9": [8, 9], "10": [9, 10], "11": [10, 11], "12": [11, 12], "13": [12, 13], "14": [13, 14], "15": [14, 15], "16": [15, 16], "17": [16, 17], "18": [17, 18], "19": [18, 19], "20": [19, 20], "21": [19, 21], "22": [15, 22], "23": [8, 23], "24": [8], "25": [15], "26": [19]}
"170"	"C1C(=NC2=C(N1)NC(=NC2=O)N)CNC3=CC=C(C=C3)C(=O)O"	{"1": "C1=CNCC=N1", "2": "CN", "3": "CC", "4": "CN", "5": "CN", "6": "CC", "7": "C=O", "8": "CO", "9": "C=O", "10": "C1=CNC=NC1", "11": "C1=CC=CC=C1", "12": "C"}	{"1": [3, 10], "2": [10], "3": [4, 1], "4": [3, 5], "5": [4, 11], "6": [11, 12], "7": [12], "8": [12], "9": [10], "10": [9, 2, 1], "11": [5, 6], "12": [6, 7, 8]}	{"1": [0, 5, 4, 3, 2, 1], "2": [7, 11], "3": [1, 12], "4": [12, 13], "5": [13, 14], "6": [17, 20], "7": [20, 21], "8": [20, 22], "9": [9, 10], "10": [6, 7, 8, 9, 3, 4], "11": [15, 16, 17, 18, 19, 14], "12": [20]}
