3493774	2968968094,1276993226,2968968094,416356657,2132511834,831463242,3217380708,3694465428,3217380708,1842114921,3217380708,36538691,2041434490,2435680164,2092489639,4212936508,3217380708,2473389857,3218693969,994485099,3217380708,2246340824,3218693969,994485099,3217380708,2246340824,3218693969,994485099,1016841875,3452535345,1016841875,3452535345,3217380708,2353112200,3218693969,54936104,3351556771,1880637161,3218693969,203749390,3218693969,951226070
18954759	2968968094,2117068077,2968968094,2117068077,2976033787,3482873808,3217380708,3889081300,2041434490,1101907775,3217380708,2237323775,3217380708,3983062349,3218693969,951226070,3218693969,203749390,3351556771,1792562719,3217380708,3982076256,3218693969,994485099,3217380708,2353112200,3218693969,951226070,3218693969,951226070,3217380708,1637836422,3218693969,951226070,3218693969,951226070,882399112,3337745083
28446672	2246728737,422715066,3217380708,3124581743,3217380708,4239037249,3218693969,951226070,3218693969,951226070,3217380708,3918336191,3218693969,994485099,847961216,3028039221,2976033787,623728226,2968968094,2117068077,2968968094,1142813461,3351556771,1047677647,2968968094,1689898788,3612926680,3632350815
2796299	2968968094,2803848648,2968968094,2803848648,2092489639,1634606847,2968968094,2803848648,2968968094,2803848648,2092489639,1634606847,2245384272,2257970297,2245384272,1510461303,2245384272,787069595,847961216,1868602760,3217380708,3596485316,3217380708,3981762496,3217380708,3982076256,3218693969,54936104,3351556771,1792562719,3217380708,2237323775,2041434490,1100037548,3218693969,725322217,2041434490,1100037548,3217380708,2353112200,3218693969,951226070,3218693969,98513984,3218693969,98513984,3218693969,98513984,3218693969,951226070,2245384272,2089117413,3217380708,4086265842,3217380708,1857396528,3218693969,951226070,3218693969,98513984,3218693969,951226070,3217380708,2424973678,1016841875,3452535345,882399112,3337745083
3229243	2246728737,3542456614,2245384272,1505769767,2245277810,1222685169,2246728737,3537123720,2246728737,3537123720,2092489639,2855720289,3217380708,612068687,2041434490,3458774156,2041434490,136366266,2041434490,222023415,2245273601,2083572173,3217380708,3579962709,3218693969,994485099,3217380708,3933537673,3218693969,951226070,3218693969,98513984,3218693969,951226070,2245277810,1312131881,882399112,485463469,882399112,485463469,882399112,485463469,2092489639,443741425,2968968094,2803848648,2968968094,1142813461,3351556771,1047677647,2968968094,1142813461,2968968094,2803848648
12928700	2246728737,3818546315,848128881,1145656637,2246728737,3818546315,2976033787,1795978025,2968968094,517457164,2976033787,3177461711,3351556771,3724566218,2976033787,3177461711,2968968094,517457164,3217380708,3334525955,3217380708,2424973678,3218693969,994485099,3217380708,2246340824,3218693969,951226070,3218693969,951226070,1016841875,3452535345,1016841875,3452535345,3217380708,970433791,3218693969,951226070,3218693969,98513984,3218693969,98513984,3218693969,98513984,3218693969,951226070
20482413	2968968094,2803848648,2968968094,2803848648,2092489639,443741425,2968968094,2803848648,2968968094,2803848648,2092489639,1634606847,2245384272,2089117413,3217380708,2697110228,3218693969,54936104,3351556771,1792562719,3217380708,1311675632,2041434490,1101907775,847957139,1083852209,2245273601,2083572173,3217380708,3579962709,3218693969,951226070,3218693969,98513984,3218693969,98513984,3218693969,98513984,3218693969,951226070,3217380708,3579962709,3218693969,951226070,3218693969,951226070,3217380708,2246340824,3218693969,951226070,3218693969,951226070,1016841875,3452535345
17038994	2246728737,1858577693,2976033787,1228815484,2968968094,2117068077,2968968094,1276993226,3217380708,3034212252,2041434490,2435680164,2092489639,4212936508,3217380708,1360000074,3217380708,1842114921,2968968094,1824088295,2245277810,1312131881,882399112,485463469,882399112,485463469,882399112,485463469,3217380708,1892890177,2041434490,1101907775,3217380708,3182824521,3218693969,951226070,3218693969,98513984,3218693969,98513984,3218693969,951226070,3217380708,2487927669,3351556771,1791271074
25371320	2246728737,3542456614,2245384272,592593828,848128881,3010410747,2245384272,4292539202,2976033787,1730555933,2968968094,2117068077,2968968094,2142032900,2968968094,2803848648,2092489639,1634606847,2968968094,2811394787,2245384272,2257970297,2245384272,3624155,3217380708,4121755354,3218693969,994485099,3217380708,1637836422,3218693969,951226070,3218693969,98513984,3218693969,951226070,882399112,3337745083,2245384272,3992410619,3217380708,4121755354,3218693969,3777168895,2041434490,1100037548,3217380708,3158862910,2041434490,1100037548,3218693969,3777168895,1026928756,808416955,2246728737,2592252298
9108048	2968968094,2803848648,2968968094,2803848648,2092489639,963029399,2968968094,2803848648,2968968094,2803848648,2092489639,1634606847,2245384272,2089117413,3217380708,4121755354,3218693969,951226070,3218693969,951226070,3217380708,2246340824,3218693969,951226070,3218693969,951226070,1016841875,3452535345,3217380708,2295519362,3217380708,3983062349,3218693969,951226070,3218693969,203749390,3351556771,1792562719,3217380708,2237323775,2041434490,1100037548,3218693969,725322217,2041434490,1100037548
5130815	2246728737,422715066,3217380708,2803419857,3218693969,951226070,3218693969,951226070,3217380708,3712790815,3351556771,1791271074,2245273601,2083572173,3217380708,3712790815,3218693969,951226070,3218693969,951226070,3217380708,2381948038,3351556771,1791271074,1016841875,3452535345,2092489639,443741425,2968968094,2803848648,2968968094,2142032900,2968968094,416356657,2132511834,1289643292,2968968094,416356657,2968968094,2803848648
21446129	2968968094,2803848648,2968968094,2803848648,2092489639,963029399,2968968094,2803848648,2968968094,2803848648,2092489639,963029399,3217380708,2473389857,3218693969,951226070,3218693969,951226070,3217380708,2246340824,3218693969,951226070,3218693969,951226070,1016841875,3452535345,3217380708,3796841743,3218693969,951226070,3218693969,98513984,3218693969,98513984,3218693969,951226070,3217380708,2072597505,1026928756,3858398621,847957139,3240487585
28730373	2968968094,1276993226,2968968094,2803848648,2092489639,1620258790,2976033787,1445715347,3217380708,2556496593,3217380708,1842114921,3217380708,3983062349,3218693969,951226070,3218693969,98513984,3218693969,98513984,3218693969,951226070,3217380708,2720313463,2132511834,2296565457,3217380708,970433791,3218693969,951226070,3218693969,951226070,3217380708,1637836422,3218693969,951226070,3218693969,951226070,882399112,3337745083,2245384272,2089117413,3217380708,2822340138,2041434490,1100037548,3218693969,3776905034,3218693969,203749390,3351556771,1792562719
24912514	2968968094,1276993226,2968968094,2803848648,2092489639,1634606847,2968968094,2513428378,3217380708,1842898132,3218693969,3777168895,2041434490,1100037548,3217380708,4164236649,2041434490,1101907775,3217380708,3034212252,3217380708,2353112200,3218693969,951226070,3218693969,951226070,3217380708,3933537673,3218693969,951226070,3218693969,951226070,2245277810,1312131881,882399112,485463469,882399112,485463469,882399112,485463469,2245384272,2089117413,3217380708,4089138501,3217380708,622481563,2132511834,694069322,2041434490,458195553,3218693969,3777168895,3217380708,2488692798,3218693969,951226070,3218693969,98513984,3218693969,203749390,3351556771,1792562719
2809310	2968968094,2803848648,2968968094,1142813461,3351556771,1047677647,2968968094,1142813461,2968968094,2803848648,2092489639,1634606847,2245384272,2089117413,3217380708,2687950697,3217380708,2424973678,3218693969,994485099,3217380708,3933537673,3218693969,3777168895,2041434490,1100037548,2245277810,1312131881,882399112,485463469,882399112,485463469,882399112,485463469,1016841875,3452535345
