cid,smiles
15101093,C1CC2=C(CC1N3CCN(CC3)C4=NC=CC(=C4)Br)SC(=N2)N
24915707,C1CCC(CC1)C2=NC=C3CN(CCC3=N2)CC4=CC=C(S4)C5=CC=C(C=C5)C(F)(F)F
13210735,CN1CC(C2=C(C1)SC(=C2)CN3CCCC3)C4=CC=C(C=C4)Cl
18168025,C1CN(CCN1CC2=C(C3=CC=CC=C3S2)Cl)C4=NC=CN=C4
20128448,CCN1C(=NN=C1SCC2=CC(=CC=C2)F)CC3CCCCC3
24912483,C1CN(CC2=CN=C(N=C21)N)CC3=NC(=CS3)C4=CC=C(C=C4)F
19823651,CN(C)C(CSC)C1(CCC1)C2=CC=C(C=C2)Cl
16586390,C1CCN(C1)C2=NN=C(N2C3CC3)SCC4=NC(=NC(=N4)NC5=CC=C(C=C5)F)N
24910837,C1CN(CC2=CN=C(N=C21)C3=CC=CS3)CC4=C(NC5=CC=CC=C54)C6=CC=C(C=C6)F
22272974,CCC(CC)SC1=NC2=CC(=C(C=C2N1)Cl)N3CCN(CC3)CC
22194702,C1CN(CCN1CC2=CC=CC=C2Cl)CC3=CSC(=N3)C4=CC=CC=C4Cl
13336520,CC1CNC(S1)(CN2C=NC=N2)C3=CC=C(C=C3)Cl
20222917,CC(CN1CCC(CC1)NC2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)F)C5=C(SC=N5)C6=CC=CC=C6
28972848,C1C2CC3CC1CC(C2)(C3)NCC4=CC(=CS4)Br
20895811,CC1=CC(=CC=C1)C2CCCN2CC3=CC=C(S3)Br
21066831,CSC1=CC=C(C=C1)CN2CCCC(C2)CNC3=CC(=NC4=C(C=NN34)Br)C5=CC=CC=C5Cl
11351577,C1C2=C(C=CC(=C2)C3=CC=C(C=C3)C(F)(F)F)C4=C1SC(=N4)NI
3060161,C1CN(CCN1CCCC(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F)C4CC5=C(C=C(C=C5)F)SC6=C4C=C(C=C6)Cl
3733129,CN(C)C1=CC=C(C=C1)C(C2=CC=C(S2)Br)N3CCCNCC3
28468584,C1CN(CCN1)CCC2=NC(=CS2)C3=CC=C(C=C3)Cl
21064745,C1CNC(C2=C1N=C(S2)N)CC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F
19608317,CC1=NSC(=N1)C2=NN=C(C=C2)N3CCC(CC3)C4=CC(=CC=C4)C(F)(F)F
17750000,C1CSC(SC1)C2=CC=CC(=C2)C3=CC(=CN=C3)Br
28296915,C1CN(CCN1)C(C2=CC(=CC=C2)Cl)C3=NC=CS3
18228326,CC1=C(SC2=NC(=NC(=C12)N3CCC3)CSC4=CC=C(C=C4)Br)C
3342633,C1C(NC2=C1C=C(C=C2)C(F)(F)F)C3=CC=CS3
11780015,CC1C2=NC3=C(N2C(S1)(C)C)C=C(C=C3)Cl
2414904,C1CN(CCN1C2=CC=CC=C2F)C3=C4C(=CSC4=NC=N3)C5=CC=C(C=C5)Cl
9195400,CN(CC1=CC=C(C=C1)F)C2=C3C4=C(CCC4)SC3=NC=N2
794803,C1CC2=C(C1)SC(=N2)NC3=C(C=CC(=C3)Cl)Cl
16328904,CC(C1=NN=C(N1C2=CC=C(C=C2)F)SCC3=CN4C=CC=CC4=N3)N5CCCCC5
1871134,CC(C)CC1=NC2=C(C3=C1CCC3)C4=C(S2)C(=NC=N4)SCC5=CC=C(C=C5)Br
28598508,C1CN(CCN1CC2CSCN2)C3=CC(=CC=C3)Cl
20518570,CCC1CSC(SC1)(CCN2C=CN=C2)CC3=CC=C(C=C3)Br
16576469,CN1C(=CN=C1CN2CCC(CC2)C3=NC4=C(S3)C=CC(=C4)Cl)Cl
12266264,CCN(CC)C1=NC(=NC(=N1)N2C3=CC=CC=C3SC4=CC=CC=C42)Cl
8723536,CC1=NN=C(N1C2CC2)SCC3=CC4=CC=CC=C4N=C3Cl
28955855,CC1=NC(=CS1)CN2CCN(CC2)CC3=CN(N=C3C4=CC(=CC=C4)Cl)C
12852379,CC1CCN(CC1)CC2CCN3C4=C(C=CC(=C4)Cl)N=C3S2
2947336,C1C(NC2=NC=NN2C1C3=CC=CS3)C4=CC=CC=C4Cl
11442775,CN1C(=NN=C1SCCCN2CC3CC3(C2)C4=CC=C(C=C4)Br)C5=CN=CC=C5
22151317,CN1CCC2=C(C=CC3=C2C(=C(S3)CN(C)C)C1)Cl
2948187,C1C(NC2=NC=NN2C1C3=CC=CS3)C4=CC(=C(C=C4)Cl)Cl
451008,C1CCN(CC1)C2(CCC(CC2)CF)C3=CC=C(S3)CCF
14556394,CN1CCCC(C1)CNC2=NN=C(S2)C3=CC=C(C=C3)Cl
18272828,CC1=C(C(=NC2=CC=CC=C12)CSC3=NN=C(N3C4CC4)C(C)C)Cl
27910302,C1CCC2=C(C1)C3=C(N=C(N=C3S2)CSC4=NN=C(N4C5=CC=C(C=C5)F)C6=CC=NC=C6)N
27306274,C1CSC2=C(C1NC3=NC(=NC4=CC=CC=C43)C5=CN=CC=C5)C=CC=C2F
2446122,C1CCC2=C(C1)C3=C(N=C(N=C3S2)C4=CN=CC=C4)N5CCN(CC5)C6=CC=C(C=C6)F
3785461,C1CN(CCN1C2=CC(=C(C=C2)Cl)Cl)C3=NC4=CC=CC=C4C(=N3)N5CCSCC5
16312778,C1CC1C2=NN=C(N2C3=CC=CC=C3)SCC4=NC(=NC(=N4)NC5=CC=C(C=C5)F)N
14154661,C1CC1(C(CN2C=NC=N2)(C3=CC=C(C=C3)Cl)Cl)SCC4=CC=C(C=C4)Cl
24629069,C1CN(CCN1CC2=CSC(=N2)C3=CC=C(C=C3)C(F)(F)F)C4=CC=CC=C4F
17300660,CC1CCC2=C(C1)SC=C2C3=NN=C(N3C)SCC4=CC(=C(C=C4)Cl)Cl
25470829,C1CC2=NN=C(N2C3=CC=CC=C31)CNC4=C5C(=CSC5=NC=N4)C6=CC=C(C=C6)Br
14295865,CC1=C(SC2=NC3=C(CCCC3)C(=C12)NC4=CC=C(C=C4)Cl)C
7963250,CN(CC1=CC=CC=C1F)C2=C3C4=C(CCC4)SC3=NC(=N2)C5=CN=CC=C5
24613673,C1CCN(CC1)C2=NN=C(N2C3CC3)SCC4=C(C=C(C=C4)F)Br
22067236,CCSN1CCNCC1(CC2=CC=CC=C2)C3=CC=C(C=C3)Cl
4558842,CC1=CSC(=C1)C2=NN(C3=C2CCN3)C4=CC=C(C=C4)I
2537784,CC1=NC(=C2C3=C(CCC3)SC2=N1)NC4=C(C(=CC=C4)Cl)F
22762576,C1CN(CCN1CC2=NC(=CS2)C3=CC(=CC=C3)C(F)(F)F)C4=CC=CC=C4
20518543,CCCCC1CSC(S1)(CCCN2C=CN=C2)CC3=C(C=C(C=C3Cl)Cl)Cl
1581236,CC1=NC2=C(C3=C(S2)CCCC3)C(=N1)SC4=CC=C(C=C4)Cl
28478568,CC1CCC2=C(C1)SC3=NC=NC(=C23)NC4=CC=CC=C4Cl
21733648,C1CN(CCC1SC2=CC=CN3C2=NC=C3)C(F)(F)F
1871209,CCCCC1=NC2=C(C3=C1CCC3)C4=C(S2)C(=NC=N4)SCC5=C(C=C(C=C5)Cl)Cl
3834984,CSC1=CC=C(C=C1)C(C2=CC(=CC=C2)Cl)N3CCCNCC3
15029310,CC1(CC(C2=C(S1)C=CC(=C2)F)N)C
16941591,CC1=CC2=C(C=C1)N=C(S2)N3CCN(CC3)C4=NC5=C(S4)C=C(C=C5)Cl
209411,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2N=CC(=C4)Cl
24735948,C1CN(CCN1)CCNC2=NC=C(C3=C2C=CC(=N3)C(F)(F)F)C4=CSC=C4
25680531,C1CCC2=C(C1)C3=C(N=C(N=C3S2)C4=CN=CC=C4)N5CCN(CC5)CC6=CC=CC=C6F
16586212,C1CCN(CC1)C2=NN=C(N2C3CC3)SCC4=CSC(=N4)C5=CC=C(C=C5)Cl
5253198,C1CCC(CC1)NCC2=CN3C(=NN=C3S2)C4=CC=C(C=C4)Br
3471921,CC1=CC=C(S1)C2=NN(C3=C2CCCCN3)C4=CC=CC(=C4)C(F)(F)F
38139,C1CCC2=NC3=CC=CC=C3C(=C2C1)NCCSCCCl
2408990,C1CCN(CC1)CC2=NC3=C(C(=CS3)C4=CC=CC=C4)C(=N2)Cl
3835836,C1CNCCN(C1)C(C2=CC=CC=C2Cl)C3=CC=C(S3)Br
26337954,C1CN(C2=CC=CC=C2SC1C3=CC(=C(C=C3)F)F)CC4=CC5=NC=CN=C5C=C4
24913400,CSC1=NC=C2CN(CCC2=N1)CC3=CN(C4=CC=CC=C43)CC5=CN=C(S5)Cl
22762543,C1CN(CCN1CCC2=NC(=CS2)C3=CC=CC=C3)C4=CC=C(C=C4)Cl
24929594,CSC1=NC=C2CN(CCC2=N1)CC3=C(C=CC=C3F)C(F)(F)F
22195852,C1CN(CCN1CC2=CC=C(C=C2)Cl)CC3=CSC(=N3)C4=CC=CC=C4
15250523,CCCCCC1CCC(CC1)C2=NC3=C(S2)C=C(C=C3)F
11822070,CC1=CSC2=C1N=C(N=C2NC3CCCCC3)Cl
21440970,CCCC1=CC=C(C=C1)C2=C(N=NC(=N2)SCC3CC3)C4=CC=C(C=C4)F
19766154,CCCN1CCC(SCC1)C2=CC=C(C=C2)Cl
6466328,CN1C(=NN=C1SCC2=C(C=C(C=C2)F)Cl)C3CC3
21010833,C1CCC2=C(C1)C=CC(=C2)C3=CSC4=NC=NC(=C34)NC5=C(C=CC(=C5)C(F)(F)F)Cl
3406310,CSC1=CC=CC=C1C2=NN(C3=C2CCCCN3)C4=CC=C(C=C4)I
11486847,CN(CCSC1=NC=C(N1C2=CC=C(C=C2)Cl)C3=CC=C(C=C3)F)C4CCC4
2241196,CC1=C(C2=C(N=CN=C2S1)N3CCN(CC3)C4=CC=CC=C4C(F)(F)F)C5=CC=C(C=C5)Cl
20401911,CC(C1(NCCS1)C2=C(C=C(C=C2)Cl)Cl)N3C=NC=N3
19018780,C1CN(CCN(C1)CCSCC2=CC=C(C=C2)C3=CC=C(C=C3)Cl)CCN
10714711,C1=CC=C(C=C1)CC2=NN=C3N2NC(S3)C4=CC5=CC=CC=C5C=C4Cl
10623143,C1=CC=C(C=C1)CC2=NN=C3N2NC(S3)C4=C(NC5=CC=CC=C54)C6=CC=C(C=C6)Cl
3783330,C1CN(CCN1)C(C2=CC(=CC=C2)Br)C3=CC=C(S3)Cl
750887,CSC1=CC=C(C=C1)CN2CCN(CC2)C3=CC=CC=C3F
3214984,C1CC1C2=NN=C(N2CC3=CC=CC=C3)SCC4=CC=C(C=C4)F
17623241,CC1=CC=C(C=C1)C2=NN=C(N2C3CCCCC3)SCC4CC4(Cl)Cl
769506,C1CC2=C(C1)SC3=NC=NC(=C23)NC4=CC(=CC=C4)F
20296218,C1CNCC2=C1N3C(=C(N=C3S2)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl
5138582,CC1=CSC(=C1)C2=NN(C3=C2CCN3)C4=CC=CC=C4Br
3720750,C1CNCCN(C1)C(C2=CC=CC=C2C(F)(F)F)C3=CC4=CC=CC=C4S3
24913840,C1CN(CC2=CN=C(N=C21)C3=CC=CS3)CC4=CN=C(C=C4)Br
25343911,CC1=CC(=NC(=N1)C)SC2=NN=C(N2C3=CC=C(C=C3)F)C(C)N4CCCCC4
20128452,CCN1C(=NN=C1SCC2=CC(=CC=C2)Cl)CC3CCCCC3
13334955,CN1CCN(CC2=CC=CC=C2C1C3=CC=C(C=C3)F)CCC4=CC=CS4
16941756,CC1=CC(=CC2=C1N=C(S2)N3CCN(CC3)C4=NC5=C(C=C(C=C5S4)F)F)Cl
26020898,C1CSC2=C(C1NC3=NN4C(=NN=C4C(F)(F)F)C=C3)C=CC=C2F
3724163,C1CCN(CC1)CC2=NC3=C(C(=CS3)C4=CC=CS4)C(=N2)Cl
3841826,CC1(CSC2=NC3=CC=CC=C3N21)CBr
20387659,CCCCCCCCC1=CC2=C(S1)N(C3=C(C=C(C=C3)F)NC2)N4CCN(CC4)C
1067934,C1CN(CCN1CC2=CC=C(S2)Br)C3=CC(=CC=C3)Cl
370853,C1CN(CCN1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F
10024726,C1=CC=C2C(=C1)C3=C(C4=C(S2)C=C(C=C4)C(F)(F)F)N=C(S3)C5=NC=CN=C5
28992451,C1CSC2=CC=CC=C2C1NC3=C(C=C(C=C3Cl)Cl)Cl
956545,C1CC2=C(C1)SC(=N2)NC3=CC=C(C=C3)I
17547732,C1CN(CCN1C2=NC=C(C=C2)C(F)(F)F)C3=C4C(=CSC4=NC=N3)C5=CC=C(C=C5)Cl
11331865,C1CN(CCN1CCSSCCN2CCN(CC2)C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)Cl
9250396,C1CN(CCN1CC2=CC=C(S2)Cl)C3=C4C=CSC4=NC=N3
1302024,CC1=C(SC2=NC=NC(=C12)N3CCN(CC3)CC4=C(C=C(C=C4)Cl)Cl)C
4262618,C1CNCCN(C1)C(C2=CC=CC=C2Br)C3=CC=C(S3)Br
22591065,C1CNCC2C1N3CCSCC4=C3C2=CC(=C4)NCC5=C(C=CC=C5C(F)(F)F)C(F)(F)F
1951166,C1CC2=C(C1)SC3=C2C4=NN=C(N4C(=N3)SCC5=CC=CC=C5)SCC6=CC=C(C=C6)F
2127635,CCCCN(CC)C1=C2C3=C(CCC3)SC2=NC(=N1)C4=CC=C(C=C4)Cl
11477308,CN(CCSC1=NC=C(N1C2=CC=C(C=C2)Cl)CN(C)C3=CC=C(C=C3)F)C4CCCCC4
21980081,CC1CCCN1CCC2=NC3=C(S2)C=C(C=C3)C4=C(C=NC=C4)Cl
11418198,C1CC1CNCCSC2=NC=C(N2C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)F
11151967,CC1C2=CN=C(N=C2C3=C(S1)C=CC(=C3)Cl)NC4=CC=CC=C4
13563995,C1CC1CN2CCC(CC2)SC3=NC(=CC=C3)Cl
16625480,C1CC1C2=NN=C(N2C3CC3)SCC4=NC5=CC=CC=C5N4C(F)F
19978330,C1CN(CCN1CCCCN2C3=CC=CC=C3C(=N2)Cl)C4=NSC5=CC=CC=C54
24734547,C1CN(CCC1NC2=NC=C(C3=C2C=CC(=N3)C(F)(F)F)C4=CSC=C4)CC5=CC=C(C=C5)F
16857763,C1CC(CN(C1)C2=NC3=C(S2)C=CC=C3Cl)C4=NC5=CC=CC=C5S4
1843271,CC1=NC(=C2C3=C(CCCC3)SC2=N1)NC4=CC=C(C=C4)Br
11597173,CC(C)CC1=CC2=C(N=CN=C2S1)NC3CCN(CC3)CCC4=C(C=CC=C4F)F
18998377,CSC1NC2NC3C(CN(CC3Cl)CC4=CC=CC=C4)CN2N1
22664290,C1=CC=C(C(=C1)CNC2=CC3=C(C=C2)SC4=CC=CC=C4N3)C(F)(F)F
20518875,C1CSC(S1)(CCN2C=CN=C2)CC3=CC=C(C=C3)Cl
25123658,C1CC1CNC2=NC=CC(=N2)C3=C(N=C(S3)C4CCNCC4)C5=CC=C(C=C5)Cl
28972774,C1CC1C2=NN=C(N2C3CC3)SC4=C(C=C(C=C4)N)F
15746024,C1CC1NC2=C3C(=CSC3=NC=N2)Cl
2918414,CC1CCC2=C(C1)C3=C(N=CN=C3S2)N4CCN(CC4)CC5=CC=C(C=C5)Cl
3038810,C1CSCN1CCCCCCSC2=NC=C(C=C2)I
4044517,CSC1=CC=C(C=C1)C(C2=CC(=C(C=C2)Cl)Cl)N3CCNCC3
3779246,C1CN(CCN1)C(C2=CC(=CC=C2)Cl)C3=CC=CS3
5240327,CCSC1=NC2=C(CCCC2)C(=N1)C(F)(F)F
19726992,CCCN1C(=NN=C1SCC2=C(C=CC=C2Cl)F)C3CC3
14155546,C1CC(C2=C(C1)C=CC=N2)SC3=NC4=C(N3)C=C(C=C4)F
24759056,CN1N=C(N=N1)N(CC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)CC3=C(N=CC(=C3)SC)CCNCC4CCCC4
24928754,CSC1=NC=C2CN(CCC2=N1)CC3=C(C=CC(=C3)F)F
24913417,C1CN(CC2=CN=C(N=C21)C3=CC=C(C=C3)C(F)(F)F)CC4=CN(C5=CC=CC=C54)CC6=CN=C(S6)Cl
3022091,C1CCN(CC1)CCCNCCSC2=CC=C(C=C2)Cl
6431816,CN(C)CCCC1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F
544007,CC1=C(C(=C(C(=N1)C)Cl)SC2CCCCC2)Cl
28310418,CN(CC1=NC=CS1)C2=NC3=CC4=C(CCC4)C=C3C=C2CNCC5=CC=C(C=C5)C(F)(F)F
764732,CC1=C(SC=C1)CN2CCN(CC2)C3=CC(=CC=C3)Cl
4221738,CC1=CSC(=C1)C2=NN(C3=C2CCN3)C4=C(C=C(C=C4)Cl)Cl
17950999,CC1CC(CC(C1)NC2=NN=CS2)C3=CC=C(C=C3)Cl
19334816,CCC1CCC2=C(C1)SC3=C2C4=NC(=NN4C=N3)CN5C(=CC(=N5)C(F)F)C(F)F
24917144,C1CN(CC2=CN=C(N=C21)N)CC3=CSC(=N3)C4=CC=C(C=C4)C(F)(F)F
20126426,CN1C(=NN=C1SCC2=CC(=CC=C2)Cl)CC34CC5CC(C3)CC(C5)C4
20296277,C1CN(CC2=C1N3C=C(N=C3S2)C4=CC=C(C=C4)Cl)CC5=CC=CC=C5
11724854,C1CCN(C1)C2C3=CC=CN3C4=C2SC=C4C5=CC=C(C=C5)Cl
22911199,CN(CCCN1CCC2=CC=CC=C2C1)C3=C(C(=NC=C3)C4=NC5=CC=CC=C5N4SC)Cl
22263817,CC1CN(C(CN1)CCSC)CC2=CC=C(C=C2)F
8150243,CCN1CCCC1CNCC2=CSC(=N2)C3=CC=C(C=C3)Cl
14622295,CNC1=C2C3=C(CN(CC3)CC4=CC(=CC=C4)C(F)(F)F)SC2=NC=N1
24909312,C1CN(CC2=CN=C(N=C21)N)CC3=CC=C(S3)Cl
13255640,C1CSC(N1CC2=CC=CC=N2)C3=CC=CC=C3Cl
16072026,CCSC1=CC(=C(C(=C1)Cl)C2=NC3=C(N2)C4=C(C=NC=C4)NC5=C3C=CC=N5)Cl
14304713,C1CCN(C1)CCC(C2=CC(=CC=C2)C(F)(F)F)C3=NC(=CS3)C45CC6CC(C4)CC(C6)C5
3811824,CCCCC1=NC2=C(C3=C1CCC3)C4=C(S2)C5=NN=C(N5C=N4)SCC6=CC=C(C=C6)Br
3861519,C1CN(CCN(C1)CC2=CSC=C2)CC3=CC(=C(C=C3)F)Br
21498608,CC1CC(N(C2=CC=CC=C12)CCSC3=C(C(=C(C(=C3Cl)Cl)Cl)Cl)Cl)(C)C
838339,C1CCCN(CC1)C2=NC(=CS2)C3=CC=C(C=C3)Br
25418994,C1CCC2=C(C1)C3=C(N=C(N=C3S2)SCC4=CC=C(C=C4)Br)N
13636869,CN1CCN(CC1)C2=NC(=C(C(=N2)Cl)SC)NCCC3=CC=CC=C3
14422604,C1CCN(C1)CCSC2=NC(=C(N2)C3=CC=C(C=C3)F)C4=CC=C(C=C4)F
28904014,C1CCNC2=C(C1)SC(=N2)CC3=CC=C(C=C3)Cl
24617322,CC(C1=NN=C(N1C2=CC=C(C=C2)F)SCC3=NC=CN3C(F)F)N4CCCCC4
6465596,C1CN(CCN1CC2=CSC(=N2)C3=CC=CC=C3Cl)C4=NC=CC=N4
19581331,CC1=C(C(=NN1CC2=NN3C=NC4=C(C3=N2)C5=C(S4)CCCC5)C(F)(F)F)Cl
2011728,CC(C)CC1=NC2=C(C3=C1CCC3)C4=C(S2)C(=NC(=N4)SC)SCC5=C(C=CC=C5Cl)Cl
23245090,CCCN1CC(CC2C1CC3=CN(C4=CC=CC2=C34)CCCCCCI)CSC
22197641,CN1CCN(CC1)CC2=CSC(=N2)C3=CC=CC=C3Cl
17382088,C1CN(CCN1C2=CC=CC=C2)C3=NC(=CC(=N3)C(F)(F)F)C4=CC=CS4
20289187,CC1CC2=CC=CC=C2N1C(C)SC3=C(C(=C(C(=C3Cl)Cl)Cl)Cl)Cl
24897302,CC1=C(C=C(C=C1)F)C2=CN=C(N2C3=CC=C(C=C3)Cl)SCCCCN(C)CC4CC4
11419766,CN(CC1=CN=C(N1C2=CC=C(C=C2)Cl)SCCN3CCCCC3)C4=CC=C(C=C4)F
15284174,C1CNCC2=C1N=C(N=C2C3=CC=CC=C3)NC4=NC(=CS4)C5=CC=C(C=C5)Cl
803327,CN1CCN(CC1)CCSC2=CC=C(C=C2)Cl
3764548,C1CNCCN(C1)C(C2=CC(=C(C=C2)Cl)Cl)C3=CC=C(S3)Cl
3912791,CC(C1=CC=CC=C1)NC2=C3C4=C(CCC4)SC3=NC(=N2)CSC5=CC=C(C=C5)Cl
28518414,CC1CCC(C(C1)NC2=CC=CC=C2SC(F)F)C(C)C
3052656,CN(C)CCCSC1CC2=CC=CC=C2SC3=C1C=C(C=C3)Cl
16661771,CN1CCN(CC1)CC2=C(NC3=C2C=C(C=C3)Br)CSC4=CC=C(C=C4)Br
28446164,C1CSCC1NC2=C(C(=C(C=C2)F)F)F
5134972,CC1=C(C=C(C=C1)N2C3=C(CCN3)C(=N2)C4=CC=C(S4)Br)Cl
16586563,CC1CCN(CC1)C2=NN=C(N2C3CC3)SCC4=C(C=C(C=C4)F)Cl
24917135,C1CN(CC2=CN=C(N=C21)C3=CC=C(C=C3)Cl)CC4=CC5=C(S4)N=CC=C5
28598231,C1CN(CCN1CC2CSCN2)C3=CC=C(C=C3)F
20285830,CC12CC3=C(C=NC=C3)C(N1)(C4=C2C=CC(=C4)SC(F)(F)F)C
25536570,C1CC1C2=NN=C(N2C3CC3)SCC4=NC5=C(N4CC6=CC=CC=C6)C=CC(=C5)Cl
19586201,CC1=CC=C(S1)C2=NC3=C(C(=C2)C(F)(F)F)C(=NN3C4=CC=CC=C4)C5CC5
17623565,C1CCC(CC1)N2C(=NN=C2SCC3=CC=CC=C3)C4=CC(=CC=C4)F
26607697,C1CC(N(C1)CC2=C(C(=C(C(=C2F)F)F)F)F)C3=NC4=CC=CC=C4S3
24374051,C1CC1C2=NN=C(N2C3=CC=CC=C3)SCC4=CC=CC=C4Br
24822347,CC1=NSC(=C1)NC2=C(C(=NC3=C(C=NN32)C4=C(N(N=C4)C)Br)C5CCCNC5)Br
26402416,CC1=C(SC=C1)CN2CCCC(C2)C3=C(C=NN3)C4=CC=C(C=C4)F
5260976,C1CCCN(CC1)C2=NC(=NC3=C2CN(CC3)CC4=CC=C(S4)Cl)C5=CC=CC=N5
24916466,CSC1=NC=C2CN(CCC2=N1)CC3=C(C=NC=C3F)F
16624291,C1CC1N2C(=NN=C2SCC3=NC4=CC=CC=C4N3C(F)F)C5=CC=CC=C5F
